firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
HOWMEDICA OSTEONICS,HOWMEDICA OSTEONICS,part803_maude,2,unmatched,,,,,,,
HOWMEDICA OSTEONICS CORP.,HOWMEDICA OSTEONICS,part803_maude,2,unmatched,,,,,,,
Carolina Liquid Chemistries Corp,CAROLINA LIQUID CHEMISTRIES,part806_recall,2,unmatched,,,,,,,
"Catheter Research, Inc",CATHETER RESEARCH,part806_recall,2,unmatched,,,,,,,
COVIDIEN LL (SHANGHAI),COVIDIEN LL SHANGHAI,part803_maude,2,unmatched,,,,,,,
"Highland Metals, Inc.",HIGHLAND METALS,part806_recall,2,unmatched,,,,,,,
Cellavision AB Forskningsbyn Ideon Scheelevagen 19a Lund Sweden,CELLAVISION FORSKNINGSBYN IDEON SCHEELEVAGEN 19A LUND SWEDEN,part806_recall,2,unmatched,,,,,,,
BIOMET ORTHOPEDICS-1825034,BIOMET ORTHOPEDICS 1825034,part803_maude,2,unmatched,,,,,,,
HOSPIRA LTD.ABBOTT HOSPIRA LIMITED,HOSPIRA ABBOTT HOSPIRA,part803_maude,2,unmatched,,,,,,,
Carolina Liquid Chemistries,CAROLINA LIQUID CHEMISTRIES,part806_recall,2,unmatched,,,,,,,
Sekisui Diagnostics P.E.I. Inc.,SEKISUI DIAGNOSTICS P E I,part806_recall,2,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODUALTION DIVISION,ST JUDE MEDICAL NEUROMODUALTION DIVISION,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW ASDD, ANDOVER MANUFACTURING SITE",SMITH AND NEPHEW ASDD ANDOVER MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
MCKESSON TECHNOLOGIES INC,MCKESSON TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ASDD OKC MANUFACTURING SITE,SMITH AND NEPHEW ASDD OKC MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATIO N,ST JUDE MEDICAL NEUROMODULATIO N,part803_maude,1,unmatched,,,,,,,
"Alveolus, Inc.",ALVEOLUS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATIOIN,ST JUDE MEDICAL NEUROMODULATIOIN,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODUALATION,ST JUDE MEDICAL NEUROMODUALATION,part803_maude,1,unmatched,,,,,,,
MDC Acquisition Co.,MDC ACQUISITION,part806_recall,1,unmatched,,,,,,,
MAX LUX CORP 03e 01 01 Yangxi Indust Ry Zone Yangjiangyangjiang China,MAX LUX 03E 01 01 YANGXI INDUST RY ZONE YANGJIANGYANGJIANG CHINA,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODLUATION,ST JUDE MEDICAL NEUROMODLUATION,part803_maude,1,unmatched,,,,,,,
"EMG Technology Co., Ltd.",EMG TECHNOLOGY,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. - ORHTOPAEDIC DIV",SMITH AND NEPHEW ORHTOPAEDIC DIV,part803_maude,1,unmatched,,,,,,,
MCKESSON TECHNOLOGIES INC.,MCKESSON TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
"Accriva Diagnostics Inc., dba ITC, dba Accumetrics",ACCRIVA DIAGNOSTICS ITC ACCUMETRICS,part806_recall,1,unmatched,,,,,,,
Alung Technologies Inc,ALUNG TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
Galt Medical Corp,GALT MEDICAL,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW WOUND MANAGEMENT INC,SMITH AND NEPHEW WOUND MANAGEMENT,part803_maude,1,unmatched,,,,,,,
Trumpf Medical Systems,TRUMPF MEDICAL SYSTEMS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODUL;ATION,ST JUDE MEDICAL NEUROMODUL ATION,part803_maude,1,unmatched,,,,,,,
"Epitope Diagnostics, Inc.",EPITOPE DIAGNOSTICS,part806_recall,1,unmatched,,,,,,,
"Gambro BCT, Inc.",GAMBRO BCT,part806_recall,1,unmatched,,,,,,,
"MEDDEV USA, INC.",MEDDEV,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULASTION,ST JUDE MEDICAL NEUROMODULASTION,part803_maude,1,unmatched,,,,,,,
"Gauthier Biomedical, Inc.",GAUTHIER BIOMEDICAL,part806_recall,1,unmatched,,,,,,,
"MDS Canada Inc. DBA MDS Nordion
 447 March Road
 Ottawa Canada Ontario",MDS CANADA MDS NORDION 447 MARCH ROAD OTTAWA CANADA ONTARIO,part806_recall,1,unmatched,,,,,,,
Amd Ritmed 1200 Av 55e Lachine Canada,AMD RITMED 1200 AV 55E LACHINE CANADA,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW ASDD, MANSFIELD MANUFACTURING SITE",SMITH AND NEPHEW ASDD MANSFIELD MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
ACTIM OY Klovinpellontie 3 Espoo Finland,ACTIM KLOVINPELLONTIE 3 ESPOO FINLAND,part806_recall,1,unmatched,,,,,,,
EMD Chemicals Inc.,EMD CHEMICALS,part806_recall,1,unmatched,,,,,,,
"ACUTE Innovations, LLC",ACUTE INNOVATIONS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODATION,ST JUDE MEDICAL NEUROMODATION,part803_maude,1,unmatched,,,,,,,
"MAST Biosurgery USA, Inc",MAST BIOSURGERY,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEURMOMODULATION,ST JUDE MEDICAL NEURMOMODULATION,part803_maude,1,unmatched,,,,,,,
Thermo Fisher,THERMO FISHER,part806_recall,1,unmatched,,,,,,,
I2s Micro Implantable Systems Llc,I2S MICRO IMPLANTABLE SYSTEMS,part806_recall,1,unmatched,,,,,,,
"ENDO Pharmaceuticals Solutions, Inc.",ENDO PHARMACEUTICALS SOLUTIONS,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. - SWITZERLAND",SMITH AND NEPHEW SWITZERLAND,part803_maude,1,unmatched,,,,,,,
IBA Dosimetry GmbH Bahnhofstr. 5 Schwarzenbruck Germany,IBA DOSIMETRY BAHNHOFSTR 5 SCHWARZENBRUCK GERMANY,part806_recall,1,unmatched,,,,,,,
Ge Medical Systems Information T,GE MEDICAL SYSTEMS INFORMATION T,part806_recall,1,unmatched,,,,,,,
Hoana Medical,HOANA MEDICAL,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUMROMODULATION,ST JUDE MEDICAL NEUMROMODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUMODULATION,ST JUDE MEDICAL NEUMODULATION,part803_maude,1,unmatched,,,,,,,
"Lumiport, LLC",LUMIPORT,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NERUOMDULATION,ST JUDE MEDICAL NERUOMDULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NERUOMDOULATION,ST JUDE MEDICAL NERUOMDOULATION,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ARTHROCARE CORPORATION",SMITH AND NEPHEW ARTHROCARE,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NERUMODULATION,ST JUDE MEDICAL NERUMODULATION,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY DIVIS,SMITH AND NEPHEW ENDOSCOPY DIVIS,part803_maude,1,unmatched,,,,,,,
"Lumicell, Inc.",LUMICELL,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ASCENSION ORTHOPEDICS, INC.",SMITH AND NEPHEW ASCENSION ORTHOPEDICS,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEURMODULATION DIV.,ST JUDE MEDICAL NEURMODULATION DIV,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEURO0MODULATION,ST JUDE MEDICAL NEURO0MODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODILATION,ST JUDE MEDICAL NEUROMODILATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROBODULATION,ST JUDE MEDICAL NEUROBODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODDULATION,ST JUDE MEDICAL NEUROMODDULATION,part803_maude,1,unmatched,,,,,,,
VARIAN MEDICAL SYSTEMS PARTICLE THERAPY GMBH FRIEDRICH-EBERT-STR. 1 BERGISCH GLADBACH Germany,VARIAN MEDICAL SYSTEMS PARTICLE THERAPY FRIEDRICH EBERT STR 1 BERGISCH GLADBACH GERMANY,part806_recall,1,unmatched,,,,,,,
GYN Disposables Inc,GYN DISPOSABLES,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMEDICAL,ST JUDE MEDICAL NEUROMEDICAL,part803_maude,1,unmatched,,,,,,,
MARVAO MEDICAL DEVICES LTD. Unit 1 Galway Business Park Dangan Galway Ireland,MARVAO MEDICAL DEVICES UNIT 1 GALWAY BUSINESS PARK DANGAN GALWAY IRELAND,part806_recall,1,unmatched,,,,,,,
Thermo Finnigan LLC,THERMO FINNIGAN,part806_recall,1,unmatched,,,,,,,
Gaymar Industries Inc,GAYMAR INDUSTRIES,part806_recall,1,unmatched,,,,,,,
Ge Inspection Technologies Llc,GE INSPECTION TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY CO.,SMITH AND NEPHEW ENDOSCOPY,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMDOLATION,ST JUDE MEDICAL NEUROMDOLATION,part803_maude,1,unmatched,,,,,,,
MAQUET GMBH Kehler Str. 31 Rastatt Germany,MAQUET KEHLER STR 31 RASTATT GERMANY,part806_recall,1,unmatched,,,,,,,
EMPATICA SRL Via Enrico Stendhal,EMPATICA VIA ENRICO STENDHAL,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEURODULATION,ST JUDE MEDICAL NEURODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEURODOMDULATION,ST JUDE MEDICAL NEURODOMDULATION,part803_maude,1,unmatched,,,,,,,
Lymol Medical Corporation,LYMOL MEDICAL,part806_recall,1,unmatched,,,,,,,
Luxottica Optical Manufacturing,LUXOTTICA OPTICAL MANUFACTURING,part806_recall,1,unmatched,,,,,,,
Luv N' Care Ltd,LUV N CARE,part806_recall,1,unmatched,,,,,,,
Thermage,THERMAGE,part806_recall,1,unmatched,,,,,,,
MEDTECH SAS Parc Euromedecine Batiment,MEDTECH SAS PARC EUROMEDECINE BATIMENT,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATION (HDI),ST JUDE MEDICAL NEUROMODULATION HDI,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL / (ABBOTT) LABORATORIES,ST JUDE MEDICAL ABBOTT LABORATORIES,part803_maude,1,unmatched,,,,,,,
GRAMERCY EXTREMITY ORTHOPEDICS,GRAMERCY EXTREMITY ORTHOPEDICS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL / ABBOTT VASCULAR,ST JUDE MEDICAL ABBOTT VASCULAR,part803_maude,1,unmatched,,,,,,,
"Macan Engineering and Manufacturing Co., Inc.",MACAN ENGINEERING AND MANUFACTURING,part806_recall,1,unmatched,,,,,,,
The Standing Company,STANDING,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL / ABBOTT LABS,ST JUDE MEDICAL ABBOTT LABS,part803_maude,1,unmatched,,,,,,,
American Catheter Corp,AMERICAN CATHETER,part806_recall,1,unmatched,,,,,,,
Mac Medical Supply Co Inc,MAC MEDICAL SUPPLY,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL / ABBOT MEDICAL,ST JUDE MEDICAL ABBOT MEDICAL,part803_maude,1,unmatched,,,,,,,
EEG Info,EEG INFO,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NUROMODULATION,ST JUDE MEDICAL NUROMODULATION,part803_maude,1,unmatched,,,,,,,
MTI Precision Products LLC.,MTI PRECISION PRODUCTS,part806_recall,1,unmatched,,,,,,,
"MRP, LLC dba Aquabiliti",MRP AQUABILITI,part806_recall,1,unmatched,,,,,,,
Theken Companies LLC,THEKEN COMPANIES,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW AG, AARAU SWITZERLAND MFG",SMITH AND NEPHEW AARAU SWITZERLAND MFG,part803_maude,1,unmatched,,,,,,,
"EITAN MEDICAL LTD 29, Yad Kharutsim Netanya Israel",EITAN MEDICAL 29 YAD KHARUTSIM NETANYA ISRAEL,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL -* NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - UNKNOWN,ST JUDE MEDICAL UNKNOWN,part803_maude,1,unmatched,,,,,,,
MRIMed Inc.,MRIMED,part806_recall,1,unmatched,,,,,,,
Macherey Nagel Gmbh & Co. Kg Valencienner Str. 11 Duren Germany,MACHEREY NAGEL AND KG VALENCIENNER STR 11 DUREN GERMANY,part806_recall,1,unmatched,,,,,,,
"Magnivision, Inc.",MAGNIVISION,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL / DAIG DIV, INC.",ST JUDE MEDICAL DAIG DIV,part803_maude,1,unmatched,,,,,,,
"Fisher Diagnostics, A Company of Fisher Scientific LLC",FISHER DIAGNOSTICS A OF FISHER SCIENTIFIC,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW AARAU SWITZERLAND MANUFACTURING SITE,SMITH AND NEPHEW AARAU SWITZERLAND MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
Accora Inc,ACCORA,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL AND MEDTRONIC LEAD,ST JUDE MEDICAL AND MEDTRONIC LEAD,part803_maude,1,unmatched,,,,,,,
Maquet,MAQUET,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL AND BOSTON SCIENTIFIC,ST JUDE MEDICAL AND BOSTON SCIENTIFIC,part803_maude,1,unmatched,,,,,,,
"E.M.S. Electro Medical Systems SA Chemin de la Vuarpilliere 31 Nyon, Vaud Switzerland",E M S ELECTRO MEDICAL SYSTEMS CHEMIN DE LA VUARPILLIERE 31 NYON VAUD SWITZERLAND,part806_recall,1,unmatched,,,,,,,
American Healthcare Products Inc,AMERICAN HEALTHCARE PRODUCTS,part806_recall,1,unmatched,,,,,,,
"Manan Medical Products, Inc.",MANAN MEDICAL PRODUCTS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL ABBOTT MEDICAL,ST JUDE MEDICAL ABBOTT MEDICAL,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW WOUND MANAGEMENT, INC.",SMITH AND NEPHEW WOUND MANAGEMENT,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL 8F DIV.,ST JUDE MEDICAL 8F DIV,part803_maude,1,unmatched,,,,,,,
Mallinckrodt Pharmaceuticals Ireland Ltd College Business & Technology Park Blanchardstown Road North Dublin,MALLINCKRODT PHARMACEUTICALS IRELAND COLLEGE BUSINESS AND TECHNOLOGY PARK BLANCHARDSTOWN ROAD NORTH DUBLIN,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL /ABBOTT LABORATORIES,ST JUDE MEDICAL ABBOTT LABORATORIES,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW AARAU SWITZERLAND MFG SITE,SMITH AND NEPHEW AARAU SWITZERLAND MFG SITE,part803_maude,1,unmatched,,,,,,,
AB ULAX Merkuriusgatan 8 Motala Sweden,ULAX MERKURIUSGATAN 8 MOTALA SWEDEN,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL / IRVINE BIOMEDICAL, INC",ST JUDE MEDICAL IRVINE BIOMEDICAL,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. - ENDOSCOPDY DIV",SMITH AND NEPHEW ENDOSCOPDY DIV,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW AG, GERMANY MANUFACTURING SITE",SMITH AND NEPHEW GERMANY MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
GRAPHENANO DENTAL SL Calle De Pau Casals,GRAPHENANO DENTAL SL CALLE DE PAU CASALS,part806_recall,1,unmatched,,,,,,,
"MEDICAMAT S.A. 59, Avenue Augustin-Dumont Malakoff France",MEDICAMAT S A 59 AVENUE AUGUSTIN DUMONT MALAKOFF FRANCE,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ASDD ANDOVER MANUFACTURE,SMITH AND NEPHEW ASDD ANDOVER MANUFACTURE,part803_maude,1,unmatched,,,,,,,
"Amendia, Inc dba Spinal Elements",AMENDIA SPINAL ELEMENTS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATION.,ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. - ENDOSCOPIC DIV",SMITH AND NEPHEW ENDOSCOPIC DIV,part803_maude,1,unmatched,,,,,,,
EM Innovations Inc,EM INNOVATIONS,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ASDD,SMITH AND NEPHEW ASDD,part803_maude,1,unmatched,,,,,,,
"MESA BIOTECH, INC",MESA BIOTECH,part806_recall,1,unmatched,,,,,,,
MERCHSOURCE LLC,MERCHSOURCE,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATION ST. JUDE MEDICAL - NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATION DIVSIION,ST JUDE MEDICAL NEUROMODULATION DIVSIION,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW ARTHROCARE CORP,SMITH AND NEPHEW ARTHROCARE,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATION DIVISON,ST JUDE MEDICAL NEUROMODULATION DIVISON,part803_maude,1,unmatched,,,,,,,
"MELA Sciences, Inc.",MELA SCIENCES,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW WOUND MANAGEMENT INC.,SMITH AND NEPHEW WOUND MANAGEMENT,part803_maude,1,unmatched,,,,,,,
"Lumenis 13 Hayetzira St., Yokneam Ind. Park Yokneam Israel",LUMENIS 13 HAYETZIRA ST YOKNEAM IND PARK YOKNEAM ISRAEL,part806_recall,1,unmatched,,,,,,,
Hyperion Medical,HYPERION MEDICAL,part806_recall,1,unmatched,,,,,,,
MEDLINE IND,MEDLINE IND,part806_recall,1,unmatched,,,,,,,
MEDIVANCE INC.,MEDIVANCE,part806_recall,1,unmatched,,,,,,,
"GVS TM, Inc",GVS TM,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATOIN,ST JUDE MEDICAL NEUROMODULATOIN,part803_maude,1,unmatched,,,,,,,
AmeriSource Bergen,AMERISOURCE BERGEN,part806_recall,1,unmatched,,,,,,,
GVI Technology Partners,GVI TECHNOLOGY PARTNERS,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODULATOR,ST JUDE MEDICAL NEUROMODULATOR,part803_maude,1,unmatched,,,,,,,
MOTEK MEDICAL B.V. Hogehilweg 18 18 Unit C Amsterdam Netherlands,MOTEK MEDICAL B V HOGEHILWEG 18 18 UNIT C AMSTERDAM NETHERLANDS,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ASD INC.,SMITH AND NEPHEW ASD,part803_maude,1,unmatched,,,,,,,
MONICA HEALTHCARE LTD Interchange 25 Business Park Bostocks Lane Nottingham United Kingdom,MONICA HEALTHCARE INTERCHANGE 25 BUSINESS PARK BOSTOCKS LANE NOTTINGHAM UNITED KINGDOM,part806_recall,1,unmatched,,,,,,,
AmeriWater Inc,AMERIWATER,part806_recall,1,unmatched,,,,,,,
Hocoma AG Florastrasse 47 Zuerich Switzerland,HOCOMA FLORASTRASSE 47 ZUERICH SWITZERLAND,part806_recall,1,unmatched,,,,,,,
ELITech Clinical Systems SAS Zone Industrielle des Fourneaux Sees France,ELITECH CLINICAL SYSTEMS SAS ZONE INDUSTRIELLE DES FOURNEAUX SEES FRANCE,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMOUDULATION,ST JUDE MEDICAL NEUROMOUDULATION,part803_maude,1,unmatched,,,,,,,
MITO RED LIGHT INC,MITO RED LIGHT,part806_recall,1,unmatched,,,,,,,
GS Biomark LLC,GS BIOMARK,part806_recall,1,unmatched,,,,,,,
MIMvista Corp,MIMVISTA,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMOMODULATION,ST JUDE MEDICAL NEUROMOMODULATION,part803_maude,1,unmatched,,,,,,,
MIM Software Inc,MIM SOFTWARE,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. - ENDOSCOPEY DIV",SMITH AND NEPHEW ENDOSCOPEY DIV,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMODUOLATION,ST JUDE MEDICAL NEUROMODUOLATION,part803_maude,1,unmatched,,,,,,,
GSK Consumer Healthcare,GSK CONSUMER HEALTHCARE,part806_recall,1,unmatched,,,,,,,
ELITech Group B.V. Van Rensselaerweg 4 Spankeren Netherlands,ELITECH B V VAN RENSSELAERWEG 4 SPANKEREN NETHERLANDS,part806_recall,1,unmatched,,,,,,,
"ELLUME LTD
 57 Didsbury St
 East Brisbane Australia",ELLUME 57 DIDSBURY ST EAST BRISBANE AUSTRALIA,part806_recall,1,unmatched,,,,,,,
"Lumenis Ltd
 13 Hayetzira St.,Yokneam Ind. Park
 Yokneam Israel",LUMENIS 13 HAYETZIRA ST YOKNEAM IND PARK YOKNEAM ISRAEL,part806_recall,1,unmatched,,,,,,,
"Idev Technologies, Inc.",IDEV TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
Lumend Inc,LUMEND,part806_recall,1,unmatched,,,,,,,
Gebauer Co,GEBAUER,part806_recall,1,unmatched,,,,,,,
LetsGetChecked Inc.,LETSGETCHECKED,part806_recall,1,unmatched,,,,,,,
"AMEDA, INC.",AMEDA,part806_recall,1,unmatched,,,,,,,
Echonous Inc,ECHONOUS,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ORTHOPAEDIC DIVISION",SMITH AND NEPHEW ORTHOPAEDIC DIVISION,part803_maude,1,unmatched,,,,,,,
First Medical Source LLC,FIRST MEDICAL SOURCE,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL,NEUROMODULATION",ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL,INC (AF-IRVINE)",ST JUDE MEDICAL AF IRVINE,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, US DIVISION",ST JUDE MEDICAL DIVISION,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW INC OKLAHOMA CITY MANUFACTURING,SMITH AND NEPHEW OKLAHOMA CITY MANUFACTURING,part803_maude,1,unmatched,,,,,,,
"Alliance Tech Medical, Inc",ALLIANCE TECH MEDICAL,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, S.C. INC./DAIG DIVISION",ST JUDE MEDICAL S C DAIG DIVISION,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, NEUROMODULATION SYSTEMS",ST JUDE MEDICAL NEUROMODULATION SYSTEMS,part803_maude,1,unmatched,,,,,,,
Alliance Partners LLC,ALLIANCE PARTNERS,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, NEUROMODULATION DIVISION",ST JUDE MEDICAL NEUROMODULATION DIVISION,part803_maude,1,unmatched,,,,,,,
Thomas Scientific,THOMAS SCIENTIFIC,part806_recall,1,unmatched,,,,,,,
AMF Support Surfaces Inc,AMF SUPPORT SURFACES,part806_recall,1,unmatched,,,,,,,
Allesee Orthodontic Appliances,ALLESEE ORTHODONTIC APPLIANCES,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, NEUROMODULATIO",ST JUDE MEDICAL NEUROMODULATIO,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, NEUROMDULATION",ST JUDE MEDICAL NEUROMDULATION,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW IN., ENDOSCOPY DIV.",SMITH AND NEPHEW IN ENDOSCOPY DIV,part803_maude,1,unmatched,,,,,,,
"Genesys Orthopedics Systems, LLC
 1250 S Capital of Texas Hwy Ste 600 
 Bldg # 3
 West Lake Hills TX 78746-6446",GENESYS ORTHOPEDICS SYSTEMS 1250 S CAPITAL OF TEXAS HWY STE 600 BLDG 3 WEST LAKE HILLS TX 78746 6446,part806_recall,1,unmatched,,,,,,,
"Leventon S. A. U. C/ Newton, 18-24 Sant Esteve Sesrovires Barcelona Spain",LEVENTON S A U C NEWTON 18 24 SANT ESTEVE SESROVIRES BARCELONA SPAIN,part806_recall,1,unmatched,,,,,,,
ST JUDE MEDICAL-NEUROMDULATION,ST JUDE MEDICAL NEUROMDULATION,part803_maude,1,unmatched,,,,,,,
ST JUDE MEDICAL/CARDIAC ASSIST DIV.,ST JUDE MEDICAL CARDIAC ASSIST DIV,part803_maude,1,unmatched,,,,,,,
"Life Force of Tampa, LLC",LIFE FORCE OF TAMPA,part806_recall,1,unmatched,,,,,,,
ST JUDE MEDICAL/ABBOTT LABORATORIES,ST JUDE MEDICAL ABBOTT LABORATORIES,part803_maude,1,unmatched,,,,,,,
ST JUDE MEDICAL/ABBOTT / ABBOTT MEDICAL,ST JUDE MEDICAL ABBOTT ABBOTT MEDICAL,part803_maude,1,unmatched,,,,,,,
"Lidco Ltd
 16 Orsman Road
 London United Kingdom",LIDCO 16 ORSMAN ROAD LONDON UNITED KINGDOM,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ORTHO DIV",SMITH AND NEPHEW ORTHO DIV,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ORTHOPAEDIC DIV",SMITH AND NEPHEW ORTHOPAEDIC DIV,part803_maude,1,unmatched,,,,,,,
"Liberty Medical Solutions, LLC",LIBERTY MEDICAL SOLUTIONS,part806_recall,1,unmatched,,,,,,,
Lexamed,LEXAMED,part806_recall,1,unmatched,,,,,,,
Leventon S. A. U. Calle Newton 18 24 Sant Esteve Sesrovires Barcelona Spain,LEVENTON S A U CALLE NEWTON 18 24 SANT ESTEVE SESROVIRES BARCELONA SPAIN,part806_recall,1,unmatched,,,,,,,
"Genesys Orthopedics Systems, LLC",GENESYS ORTHOPEDICS SYSTEMS,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW GENESIS II,SMITH AND NEPHEW GENESIS II,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW WOUND MANAGEM,SMITH AND NEPHEW WOUND MANAGEM,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL-DAIG DIVISION, CARDIOLOGY/VASCULAR ACCESS",ST JUDE MEDICAL DAIG DIVISION CARDIOLOGY VASCULAR ACCESS,part803_maude,1,unmatched,,,,,,,
ST JUDE MEDICAL-DAIG DIVISION,ST JUDE MEDICAL DAIG DIVISION,part803_maude,1,unmatched,,,,,,,
