company_name_fda,normalized_name,match_status,gvkey,company_name_compustat,n_gvkey_candidates,review_suggested,n_letters,first_letter_date,last_letter_date,any_device_letter,any_drug_letter,any_biologic_letter,any_medtech_pharma,product_types,match_source,valid_from_year,valid_to_year,match_note
"Philips Respironics, Inc.",PHILIPS RESPIRONICS,matched,014385,RESPIRONICS INC,1,False,3,2011-10-11,2014-11-17,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: RESPIRONICS INC)
Pioneer Surgical Technology Inc.,PIONEER SURGICAL TECHNOLOGY,matched,008594,PIONEER CORP,1,False,1,2010-08-03,2010-08-03,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: PIONEER CORP)
"PotNetwork Holdings, Inc.",POTNETWORK,matched,019751,POTNETWORK HOLDINGS INC,1,False,1,2019-03-28,2019-03-28,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Power Medical Interventions, Inc",POWER MEDICAL INTERVENTIONS,matched,178722,POWER MEDICAL INTERVENTIONS,1,False,1,2008-10-21,2008-10-21,True,False,False,True,Devices,exact_normalized,1900,2099,
"Procter & Gamble Manufacturing Mexico, S. de R.L. de C.V.",PROCTER AND GAMBLE MANUFACTURING MEXICO S DE R L DE C V,matched,008762,PROCTER & GAMBLE CO,1,True,1,2023-03-14,2023-03-14,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: PROCTER AND GAMBLE
"Professional Disposables International, Inc.",PROFESSIONAL DISPOSABLES,matched,023552,PROFESSIONAL HOLDING CORP,1,False,1,2022-01-07,2022-01-07,False,True,False,True,Drugs,ct_dropped_device,1900,2099,CT device-sponsor list (conm: PROFESSIONAL HOLDING CORP)
Prostar Inc.,PROSTAR,matched,183664,PROSTAR HOLDINGS INC,1,False,1,2011-05-19,2011-05-19,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Purcell International,PURCELL,matched,008825,PURCELL CO INC,1,False,1,2024-11-05,2024-11-05,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
QUANTA INC,QUANTA,matched,034011,QUANTA INC,1,False,1,2023-04-19,2023-04-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
QUANTA INC.,QUANTA,matched,034011,QUANTA INC,1,False,1,2023-04-19,2023-04-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
"RTI Surgical, Inc.",RTI SURGICAL,resolved_unlisted_parent,,,1,False,2,2012-10-19,2017-11-08,False,False,True,True,Biologics,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 8918 (RTI INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Radnostix,RADNOSTIX,matched,065280,RADNOSTIX INC,1,False,1,2011-10-26,2011-10-26,False,True,False,True,Drugs,exact_normalized,1900,2099,
Reser's Fine Foods Inc.,RESER S FINE FOODS,matched,009075,RESER'S FINE FOODS INC,1,False,1,2016-07-01,2016-07-01,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Reser's Fine Foods, Inc.",RESER S FINE FOODS,matched,009075,RESER'S FINE FOODS INC,1,False,1,2013-11-01,2013-11-01,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Ridley USA Inc.,RIDLEY,matched,065238,RIDLEY INC,1,False,1,2017-08-03,2017-08-03,False,False,False,False,Veterinary,exact_normalized,1900,2099,
Riser Foods Company,RISER FOODS,matched,014792,RISER FOODS INC  -CL A,1,False,1,2013-05-22,2013-05-22,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Rite Aid Corporation,RITE AID,matched,009155,RITE AID CORP,1,False,1,2022-10-19,2022-10-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
Rowpar Pharmaceuticals,ROWPAR PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,1,2020-12-18,2020-12-18,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
"SOCIETAL CDMO SAN DIEGO, LLC",SOCIETAL CDMO SAN DIEGO,matched,019025,SOCIETAL CDMO INC,1,True,1,2010-08-23,2010-08-23,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: SOCIETAL CDMO
Salix Pharmaceuticals Inc,SALIX PHARMACEUTICALS,matched,062977,SALIX PHARMACEUTICALS LTD,1,True,1,2010-03-19,2010-03-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
Sandoz Incorporated,SANDOZ,matched,043362,SANDOZ GROUP AG,1,True,1,2011-11-18,2011-11-18,False,True,False,True,Drugs,exact_normalized,1900,2099,
Sanofi Pasteur Limited,SANOFI PASTEUR,matched,101204,SANOFI,1,False,1,2012-07-12,2012-07-12,False,False,True,True,Biologics,ct_override_windowed,1900,2099,Sanofi vaccines division
Sarfez Pharmaceuticals Inc.,SARFEZ PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,1,2025-04-25,2025-04-25,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
"Scotty's, Inc.",SCOTTY S,matched,009522,SCOTTY'S INC,1,False,1,2009-11-09,2009-11-09,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Sea World, LLC",SEA WORLD,matched,009536,SEA WORLD INC,1,False,1,2012-05-02,2012-05-02,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Siemens Healthcare Diagnostics, Inc.",SIEMENS HEALTHCARE DIAGNOSTICS,matched,019349,SIEMENS AG,1,False,3,2012-05-10,2012-06-29,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: SIEMENS AG)
"Sientra, Inc",SIENTRA,matched,022037,SIENTRA INC,1,False,1,2019-03-18,2019-03-18,True,False,False,True,Devices,exact_normalized,1900,2099,
Sintx Technologies Inc,SINTX TECHNOLOGIES,matched,177981,SINTX TECHNOLOGIES INC,1,False,1,2009-01-27,2009-01-27,True,False,False,True,Devices,exact_normalized,1900,2099,
"Sky Medical Supplies and Equipments, LLC",SKY MEDICAL SUPPLIES AND EQUIPMENTS,resolved_unlisted_parent,,,1,False,1,2025-03-13,2025-03-13,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31137 (SKY PLC) flagged unreliable; no manual rescue available -- left UNMAPPED
Smith & Nephew Inc.,SMITH AND NEPHEW,matched,101317,SMITH & NEPHEW PLC,1,True,1,2015-04-30,2015-04-30,True,False,False,True,Devices,exact_normalized,1900,2099,
Smith & Nephew Orthopaedics GmbH,SMITH AND NEPHEW ORTHOPAEDICS,matched,101317,SMITH & NEPHEW PLC,1,False,1,2010-12-21,2010-12-21,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: SMITH & NEPHEW PLC)
"Smith & Nephew, Inc.",SMITH AND NEPHEW,matched,101317,SMITH & NEPHEW PLC,1,True,1,2014-06-11,2014-06-11,True,False,False,True,Devices,exact_normalized,1900,2099,
SmithKline Beecham Limited,SMITHKLINE BEECHAM,matched,014261,SMITHKLINE BEECHAM (UK) PLC,1,False,2,2011-10-07,2016-06-30,False,True,False,True,Drugs,ct_fuzzy,1900,2099,"CT crosswalk (fuzzy_extended, score 100)"
"Snyder's Lance, Inc.",SNYDER S LANCE,matched,006574,SNYDERS-LANCE INC,1,False,1,2017-10-04,2017-10-04,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Solta Medical Inc,SOLTA MEDICAL,matched,175913,SOLTA MEDICAL INC,1,False,1,2012-11-28,2012-11-28,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: SOLTA MEDICAL INC)
Spectranetics Corporation,SPECTRANETICS,matched,024853,SPECTRANETICS CORP,1,False,1,2016-05-23,2016-05-23,True,False,False,True,Devices,exact_normalized,1900,2099,
"Spinal Elements, Inc",SPINAL ELEMENTS,matched,037043,SPINAL ELEME HOLDI INC -REDH,1,False,1,2014-06-12,2014-06-12,True,False,False,True,Devices,exact_normalized,1900,2099,
"Sprout Pharmaceuticals, Inc",SPROUT PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,2,2020-08-31,2025-05-29,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
St. Jude Medical,ST JUDE MEDICAL,matched,009372,ST JUDE MEDICAL INC,1,False,3,2009-04-17,2015-09-30,True,False,False,True,Devices,exact_normalized,1900,2099,
Staar Surgical Company,STAAR SURGICAL,matched,009969,STAAR SURGICAL CO,1,False,1,2014-05-21,2014-05-21,True,False,False,True,Devices,exact_normalized,1900,2099,
Staples Inc.,STAPLES,matched,015521,STAPLES INC,1,False,1,2012-03-07,2012-03-07,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Steris Corporation,STERIS,matched,025313,STERIS PLC,1,True,1,2011-02-09,2011-02-09,True,False,False,True,Devices,exact_normalized,1900,2099,
Stryker Corporation,STRYKER,matched,010115,STRYKER CORP,1,False,1,2013-03-06,2013-03-06,True,False,False,True,Devices,exact_normalized,1900,2099,
"Sumitomo Chemical Co., Ltd.",SUMITOMO CHEMICAL,matched,100689,SUMITOMO CHEMICAL CO LTD,1,False,1,2009-08-24,2009-08-24,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Summer Infant, Inc.",SUMMER INFANT,matched,176874,SUMMER INFANT INC,1,False,1,2010-08-12,2010-08-12,True,False,False,True,Devices,exact_normalized,1900,2099,
Sunrise International Group,SUNRISE,matched,108397,SUNRISE INTL INC,1,False,1,2021-05-07,2021-05-07,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Symmetry Medical USA, Inc",SYMMETRY MEDICAL,matched,160600,SYMMETRY MEDICAL INC,1,False,1,2009-10-07,2009-10-07,True,False,False,True,Devices,exact_normalized,1900,2099,
"Symmetry Surgical, Inc.",SYMMETRY SURGICAL,matched,022330,SYMMETRY SURGICAL INC,1,False,1,2009-10-07,2009-10-07,True,False,False,True,Devices,exact_normalized,1900,2099,
SynCardia Systems LLC,SYNCARDIA SYSTEMS,resolved_unlisted_parent,,,1,False,1,2018-04-03,2018-04-03,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Synbiotics Limited,SYNBIOTICS,matched,010237,SYNBIOTICS CORP,1,True,1,2010-12-16,2010-12-16,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Synergy Health Concepts, Inc.",SYNERGY HEALTH CONCEPTS,matched,014188,HEALTH CONCEPTS IV INC,1,False,1,2012-09-05,2012-09-05,True,False,False,True,Devices,ct_fuzzy,1900,2099,"CT crosswalk (fuzzy_extended, score 93)"
TELEMED,TELEMED,matched,010409,TELEMED CORP,1,False,1,2017-11-14,2017-11-14,True,False,False,True,Devices,exact_normalized,1900,2099,
TLC Vision Corporation,TLC VISION,matched,062465,TLC VISION CORP,1,False,1,2010-04-20,2010-04-20,True,False,False,True,Devices,exact_normalized,1900,2099,
TYRX Inc.,TYRX,resolved_unlisted_parent,,,1,False,1,2016-06-02,2016-06-02,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163933 (TRX INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Takeda Pharmaceutical Company Limited,TAKEDA PHARMACEUTICAL,matched,100718,TAKEDA PHARMACEUTICAL CO LTD,1,False,1,2020-06-10,2020-06-10,False,True,False,True,Drugs,exact_normalized,1900,2099,
Techtronic Industries (Dongguan) Co. Ltd.,TECHTRONIC INDUSTRIES DONGGUAN,matched,103409,TECHTRONIC INDUSTRIES CO LTD,1,True,2,2011-04-22,2011-04-22,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: TECHTRONIC INDUSTRIES
Tercica,TERCICA,matched,156293,TERCICA INC,1,False,1,2010-11-02,2010-11-02,False,True,False,True,Drugs,exact_normalized,1900,2099,
Teva Pharmaceutical Industries,TEVA PHARMACEUTICAL INDUSTRIES,matched,014538,TEVA PHARMACEUTICALS,1,False,1,2011-01-31,2011-01-31,False,True,False,True,Drugs,exact_normalized,1900,2099,
"The Cherry Co., Ltd.",CHERRY,matched,002975,CHERRY CORP,1,True,1,2011-09-12,2011-09-12,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
The Coca-Cola Company,COCA COLA,matched,003144,COCA-COLA CO,1,False,1,2008-12-10,2008-12-10,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"The Hain Celestial Group, Inc",HAIN CELESTIAL,matched,029609,HAIN CELESTIAL GROUP INC,1,False,1,2010-02-22,2010-02-22,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"The Hain Celestial Group, Inc.",HAIN CELESTIAL,matched,029609,HAIN CELESTIAL GROUP INC,1,False,1,2010-12-03,2010-12-03,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
The Hershey Company,HERSHEY,matched,005597,HERSHEY CO,1,False,1,2012-02-14,2012-02-14,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
The Kroger Co.,KROGER,matched,006502,KROGER CO,1,False,1,2025-12-12,2025-12-12,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"The Lennox International, Inc",LENNOX,matched,122380,LENNOX INTERNATIONAL INC,1,False,1,2020-09-29,2020-09-29,False,False,False,False,Veterinary,exact_normalized,1900,2099,
The Procter & Gamble Co.,PROCTER AND GAMBLE,matched,008762,PROCTER & GAMBLE CO,1,False,1,2009-10-29,2009-10-29,False,True,False,True,Drugs,exact_normalized,1900,2099,
The Quaker Oats Co.,QUAKER OATS,matched,008852,QUAKER OATS CO,1,False,1,2024-06-12,2024-06-12,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"The Wellness Center Pharmacy, Inc., dba Designer Drugs",WELLNESS CENTER PHARMACY DESIGNER DRUGS,matched,170692,WELLNESS CENTER USA INC,1,True,1,2016-08-05,2016-08-05,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: WELLNESS CENTER
Thoratec LLC,THORATEC,matched,010550,THORATEC CORP,1,False,1,2012-01-03,2012-01-03,True,False,False,True,Devices,exact_normalized,1900,2099,
Torrent Pharmaceuticals Limited,TORRENT PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,1,2019-10-08,2019-10-08,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Indian; fixes fuzzy mismatch to GW PHARMACEUTICALS
"Town and Country Compounding and Consultation Services, LLC",TOWN AND COUNTRY COMPOUNDING AND CONSULTATION SERVICES,matched,010634,TOWN & COUNTRY CORP  -CL A,1,True,1,2017-10-17,2017-10-17,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: TOWN AND COUNTRY
Transonic Systems Inc,TRANSONIC SYSTEMS,resolved_unlisted_parent,,,1,False,1,2013-06-19,2013-06-19,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Tropic Trading Co.,TROPIC TRADING,matched,026120,TROPIC TRADING LTD,1,True,1,2021-12-06,2021-12-06,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"US Foods, Inc.",FOODS,matched,018312,US FOODS HOLDING CORP,1,False,1,2013-06-04,2013-06-04,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Us Lab Research,LAB RESEARCH,matched,175321,LAB RESEARCH INC,1,False,1,2009-01-06,2009-01-06,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Varian Medical Systems, Inc.",VARIAN MEDICAL SYSTEMS,matched,011115,VARIAN MEDICAL SYSTEMS INC,1,False,1,2010-05-17,2010-05-17,True,False,False,True,Devices,exact_normalized,1900,2099,
Virbac Corporation,VIRBAC,matched,030451,VIRBAC CORP,1,False,2,2008-12-10,2015-12-18,False,False,False,False,Veterinary,exact_normalized,1900,2099,
"Vita Food Products, Inc.",VITA FOOD PRODUCTS,matched,064760,VITA FOOD PRODUCTS INC,1,False,1,2015-02-18,2015-02-18,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Vital Signs Devices, a GE Healthcare Company",VITAL SIGNS DEVICES A GE HEALTHCARE,matched,023088,VITAL SIGNS INC,1,True,1,2008-12-01,2008-12-01,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: VITAL SIGNS
Vitality Products Company Inc.,VITALITY PRODUCTS,matched,108767,VITALITY PRODUCTS INC,1,False,1,2010-11-01,2010-11-01,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Vivos Therapeutics, Inc.",VIVOS THERAPEUTICS,matched,037290,VIVOS THERAPEUTICS INC,1,False,1,2018-01-12,2018-01-12,True,False,False,True,Devices,exact_normalized,1900,2099,
WESTMINSTER INTERNATIONAL,WESTMINSTER,matched,011438,WESTMINSTER CORP,1,False,1,2021-03-04,2021-03-04,True,False,False,True,Devices,exact_normalized,1900,2099,
Walmart Inc.,WALMART,matched,011259,WALMART INC,1,False,1,2025-12-12,2025-12-12,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
White Eagle Native Herbs,WHITE EAGLE NATIVE HERBS,matched,011468,WHITE EAGLE INTERNATIONAL,1,True,1,2020-05-14,2020-05-14,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: WHITE EAGLE
Whole Foods Market Group Inc.,WHOLE FOODS MARKET,matched,024893,WHOLE FOODS MARKET INC,1,False,1,2016-06-08,2016-06-08,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"XTANT Medical Holdings, Inc",XTANT MEDICAL,matched,185193,XTANT MEDICAL HOLDINGS INC,1,False,2,2013-01-28,2013-01-28,True,False,False,True,Devices,exact_normalized,1900,2099,
Xanodyne Pharmaceuticals Inc,XANODYNE PHARMACEUTICALS,matched,179833,XANODYNE PHARMACEUTICLS-REDH,1,False,1,2009-03-30,2009-03-30,False,True,False,True,Drugs,exact_normalized,1900,2099,
ZOLL Medical Corporation,ZOLL MEDICAL,matched,025579,ZOLL MEDICAL CORP,1,False,3,2010-09-30,2026-04-30,True,False,False,True,Devices,exact_normalized,1900,2099,
"Zevex, Inc.",ZEVEX,matched,023387,ZEVEX INTERNATIONAL INC,1,False,1,2011-04-20,2011-04-20,True,False,False,True,Devices,exact_normalized,1900,2099,
Zoll Medical Corporation,ZOLL MEDICAL,matched,025579,ZOLL MEDICAL CORP,1,False,1,2010-02-05,2010-02-05,True,False,False,True,Devices,exact_normalized,1900,2099,
"Zynex Medical, Inc.",ZYNEX MEDICAL,matched,129441,ZYNEX INC,1,False,1,2014-06-27,2014-06-27,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: ZYNEX INC)
"bioMerieux, Inc.",BIOMERIEUX,matched,270578,BIOMERIEUX SA,1,True,1,2012-08-23,2012-08-23,True,False,False,True,Devices,exact_normalized,1900,2099,
"iRhythm Technologies, Inc.",IRHYTHM TECHNOLOGIES,matched,028367,IRHYTHM HOLDINGS INC,1,False,1,2023-05-25,2023-05-25,True,False,False,True,Devices,ct_fuzzy,1900,2099,"CT crosswalk (fuzzy_extended, score 100)"
"iSatori, Inc.",ISATORI,matched,171057,ISATORI INC,1,False,1,2012-04-24,2012-04-24,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
