FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID,action_taken_date,company_name_clean,is_warning_letter,is_device,is_drug,is_biologic,is_medtech_pharma
3010298400,Mcconnell Labs Inc,Oregon,United States,Drugs,10/18/2022,Warning Letter,638958,2022-10-18,Mcconnell Labs Inc,True,False,True,False,True
3002857670,"Facema, LLC.",Maryland,United States,Food/Cosmetics,10/18/2022,Warning Letter,640528,2022-10-18,"Facema, LLC.",True,False,False,False,False
3010164341,"Unit Dose Services, LLC",Florida,United States,Drugs,10/17/2022,Warning Letter,636177,2022-10-17,"Unit Dose Services, LLC",True,False,True,False,True
3014837238,ZULAND DISTRIBUTOR CORP,California,United States,Food/Cosmetics,10/17/2022,Warning Letter,638899,2022-10-17,ZULAND DISTRIBUTOR CORP,True,False,False,False,False
3015595315,"UMZU, LLC",Colorado,United States,Food/Cosmetics,10/14/2022,Warning Letter,611501,2022-10-14,"UMZU, LLC",True,False,False,False,False
3013419413,FUENTES FARMS LLC,Texas,United States,Food/Cosmetics,10/14/2022,Warning Letter,642138,2022-10-14,FUENTES FARMS LLC,True,False,False,False,False
3017660888,ARYZ Trading LLC,Michigan,United States,Food/Cosmetics,10/12/2022,Warning Letter,639322,2022-10-12,ARYZ Trading LLC,True,False,False,False,False
3010892830,"Nephron SC, LLC",South Carolina,United States,Drugs,10/11/2022,Warning Letter,634647,2022-10-11,"Nephron SC, LLC",True,False,True,False,True
3013131970,Central de Abasto,New York,United States,Food/Cosmetics,10/07/2022,Warning Letter,633364,2022-10-07,Central de Abasto,True,False,False,False,False
3017977164,Empowered Diagnostics LLC,Florida,United States,Devices,10/07/2022,Warning Letter,638164,2022-10-07,Empowered Diagnostics LLC,True,True,False,False,True
3017227582,"Beijing Xinggu Lvsan Technology Co., Ltd",-,China,Drugs,10/05/2022,Warning Letter,633904,2022-10-05,"Beijing Xinggu Lvsan Technology Co., Ltd",True,False,True,False,True
3003229412,"Sovereign Pharmaceuticals, LLC",Texas,United States,Drugs,10/05/2022,Warning Letter,634233,2022-10-05,"Sovereign Pharmaceuticals, LLC",True,False,True,False,True
3016927597,Eksa Mills S.A. de C.V.,-,Mexico,Drugs,10/05/2022,Warning Letter,634706,2022-10-05,Eksa Mills S.A. de C.V.,True,False,True,False,True
3016018775,"Rich River Produce, LLC",Arizona,United States,Food/Cosmetics,10/04/2022,Warning Letter,637401,2022-10-04,"Rich River Produce, LLC",True,False,False,False,False
3004453700,Legacy Pharmaceutical Packaging LLC,Missouri,United States,Drugs,10/03/2022,Warning Letter,633735,2022-10-03,Legacy Pharmaceutical Packaging LLC,True,False,True,False,True
1000139071,"El Gordo Spices, LLC",Texas,United States,Food/Cosmetics,09/30/2022,Warning Letter,639957,2022-09-30,"El Gordo Spices, LLC",True,False,False,False,False
3010079067,MicroVention Costa Rica S.R.L.,-,Costa Rica,Devices,09/30/2022,Warning Letter,643188,2022-09-30,MicroVention Costa Rica S.R.L.,True,True,False,False,True
3003059934,"Advanced Cosmetic Research Laboratories, Inc.",California,United States,Drugs,09/28/2022,Warning Letter,635176,2022-09-28,"Advanced Cosmetic Research Laboratories, Inc.",True,False,True,False,True
3014847263,Bespoke Apothecary Limited Liability Corporation,New York,United States,Drugs,09/28/2022,Warning Letter,641573,2022-09-28,Bespoke Apothecary Limited Liability Corporation,True,False,True,False,True
3009705561,Sterling Pharmaceutical Services LLC,Illinois,United States,Drugs,09/27/2022,Warning Letter,629019,2022-09-27,Sterling Pharmaceutical Services LLC,True,False,True,False,True
3002807512,Lupin Limited,-,India,Drugs,09/27/2022,Warning Letter,633703,2022-09-27,Lupin Limited,True,False,True,False,True
3011068413,Saffron USA LLC,Florida,United States,Food/Cosmetics,09/26/2022,Warning Letter,629821,2022-09-26,Saffron USA LLC,True,False,False,False,False
3016489876,VERO USA CORPORATION,New Jersey,United States,Food/Cosmetics,09/26/2022,Warning Letter,639180,2022-09-26,VERO USA CORPORATION,True,False,False,False,False
3011694804,Muscle Sport Products LLC,New York,United States,Food/Cosmetics,09/23/2022,Warning Letter,625731,2022-09-23,Muscle Sport Products LLC,True,False,False,False,False
1519273,The Ben Heggy Candy Co,Ohio,United States,Food/Cosmetics,09/23/2022,Warning Letter,633394,2022-09-23,The Ben Heggy Candy Co,True,False,False,False,False
1480885,Effingham Equity,Illinois,United States,Veterinary,09/21/2022,Warning Letter,628068,2022-09-21,Effingham Equity,True,False,False,False,False
3013414466,LA SERRANITA IMPORT AND EXPORT LLC,New Jersey,United States,Food/Cosmetics,09/21/2022,Warning Letter,633743,2022-09-21,LA SERRANITA IMPORT AND EXPORT LLC,True,False,False,False,False
3013934051,Forcemech International LLC,Texas,United States,Devices,09/21/2022,Warning Letter,634891,2022-09-21,Forcemech International LLC,True,True,False,False,True
3004966182,"Eco Lips, Inc.",Iowa,United States,Drugs,09/20/2022,Warning Letter,631629,2022-09-20,"Eco Lips, Inc.",True,False,True,False,True
3011408975,System Kosmetik Produktionsgesellschaft fur kosmetische Gmbh,-,Germany,Drugs,09/20/2022,Warning Letter,632727,2022-09-20,System Kosmetik Produktionsgesellschaft fur kosmetische Gmbh,True,False,True,False,True
3009116383,"Mena Produce, LLC",Texas,United States,Food/Cosmetics,09/20/2022,Warning Letter,637641,2022-09-20,"Mena Produce, LLC",True,False,False,False,False
3022486065,South Pork Ranch Equipment LLC,Texas,United States,Veterinary,09/19/2022,Warning Letter,642420,2022-09-19,South Pork Ranch Equipment LLC,True,False,False,False,False
3015602723,"Med Pen Concepts, LLC",Massachusetts,United States,Devices,09/15/2022,Warning Letter,632974,2022-09-15,"Med Pen Concepts, LLC",True,True,False,False,True
3003425234,C. Liberatore LLC,Connecticut,United States,Food/Cosmetics,09/14/2022,Warning Letter,634519,2022-09-14,C. Liberatore LLC,True,False,False,False,False
3002183124,"The Bonami Baking Company, Inc.",California,United States,Food/Cosmetics,09/07/2022,Warning Letter,633746,2022-09-07,"The Bonami Baking Company, Inc.",True,False,False,False,False
3001587133,American Cleaning Solutions,New York,United States,Drugs,09/06/2022,Warning Letter,632881,2022-09-06,American Cleaning Solutions,True,False,True,False,True
1461476,"CHICAGO SWEET CONNECTION, INC.",Illinois,United States,Food/Cosmetics,09/06/2022,Warning Letter,633453,2022-09-06,"CHICAGO SWEET CONNECTION, INC.",True,False,False,False,False
3008165282,Banks Square Market Corp dba The Produce Connection,Massachusetts,United States,Food/Cosmetics,09/02/2022,Warning Letter,631118,2022-09-02,Banks Square Market Corp dba The Produce Connection,True,False,False,False,False
3017183921,Sanitizer Supply LLC,Georgia,United States,Drugs,09/02/2022,Warning Letter,633583,2022-09-02,Sanitizer Supply LLC,True,False,True,False,True
3010126598,El Salvador Products Inc.,Texas,United States,Food/Cosmetics,09/02/2022,Warning Letter,640532,2022-09-02,El Salvador Products Inc.,True,False,False,False,False
3021718051,AMS Packaging Inc,New Jersey,United States,Drugs,09/01/2022,Warning Letter,630110,2022-09-01,AMS Packaging Inc,True,False,True,False,True
3016957059,PREMIUM NATURE,New Jersey,United States,Drugs,09/01/2022,Warning Letter,630110,2022-09-01,PREMIUM NATURE,True,False,True,False,True
3013835844,SHUZY ROCK INC,New Jersey,United States,Drugs,09/01/2022,Warning Letter,630110,2022-09-01,SHUZY ROCK INC,True,False,True,False,True
3012303419,VIRGIN SCENT INC,California,United States,Drugs,09/01/2022,Warning Letter,631780,2022-09-01,VIRGIN SCENT INC,True,False,True,False,True
3001805802,TL State Management Inc,New York,United States,Food/Cosmetics,08/30/2022,Warning Letter,634663,2022-08-30,TL State Management Inc,True,False,False,False,False
3001017171,Myllan-ORA ehf,-,Iceland,Food/Cosmetics,08/30/2022,Warning Letter,637443,2022-08-30,Myllan-ORA ehf,True,False,False,False,False
3015826784,Strive Pharmacy Texas LLC dba Strive Pharmacy,Texas,United States,Drugs,08/30/2022,Warning Letter,639220,2022-08-30,Strive Pharmacy Texas LLC dba Strive Pharmacy,True,False,True,False,True
3006435842,Episciences Inc,Idaho,United States,Drugs,08/26/2022,Warning Letter,631902,2022-08-26,Episciences Inc,True,False,True,False,True
3014691734,BHARAT RATAN LLC DBA MDM Super Market,Washington,United States,Food/Cosmetics,08/26/2022,Warning Letter,634674,2022-08-26,BHARAT RATAN LLC DBA MDM Super Market,True,False,False,False,False
3014573577,"BLS Labs, LLC",Arizona,United States,Biologics,08/23/2022,Warning Letter,621465,2022-08-23,"BLS Labs, LLC",True,False,False,True,True
3013596761,VISVITA CORPORATION,California,United States,Food/Cosmetics,08/23/2022,Warning Letter,633747,2022-08-23,VISVITA CORPORATION,True,False,False,False,False
3007188207,Minuti Coffee LLC,Texas,United States,Food/Cosmetics,08/23/2022,Warning Letter,635961,2022-08-23,Minuti Coffee LLC,True,False,False,False,False
3004953028,Jones Affiliated Inc.,California,United States,Food/Cosmetics,08/23/2022,Warning Letter,639035,2022-08-23,Jones Affiliated Inc.,True,False,False,False,False
1420913,"Morton Grove Pharmaceuticals, Inc.",Illinois,United States,Drugs,08/19/2022,Injunction,366,2022-08-19,"Morton Grove Pharmaceuticals, Inc.",False,False,True,False,True
3000215611,"Expert Chemical Analysis, Inc.",California,United States,Drugs,08/19/2022,Warning Letter,630965,2022-08-19,"Expert Chemical Analysis, Inc.",True,False,True,False,True
3003912437,"Fairview Mills, LLC",Kansas,United States,Veterinary,08/18/2022,Warning Letter,633109,2022-08-18,"Fairview Mills, LLC",True,False,False,False,False
3013327137,"National Food Industries, LLC",-,United Arab Emirates,Food/Cosmetics,08/18/2022,Warning Letter,633740,2022-08-18,"National Food Industries, LLC",True,False,False,False,False
3010972581,Zhejiang Tianyu Pharmaceutical Co Ltd,-,China,Drugs,08/17/2022,Warning Letter,631054,2022-08-17,Zhejiang Tianyu Pharmaceutical Co Ltd,True,False,True,False,True
2012546,Gordon Laboratories Inc,California,United States,Drugs,08/17/2022,Warning Letter,631432,2022-08-17,Gordon Laboratories Inc,True,False,True,False,True
2935829,"Sun Sen Co., Inc.",California,United States,Food/Cosmetics,08/17/2022,Warning Letter,631981,2022-08-17,"Sun Sen Co., Inc.",True,False,False,False,False
3007235402,Mexia Pallets LLC,Texas,United States,Food/Cosmetics,08/16/2022,Warning Letter,633369,2022-08-16,Mexia Pallets LLC,True,False,False,False,False
3003071743,"JAS Diagnostics, Inc./Drew Scientific, Inc.",Florida,United States,Devices,08/16/2022,Warning Letter,634208,2022-08-16,"JAS Diagnostics, Inc./Drew Scientific, Inc.",True,True,False,False,True
3020297596,The Elderberry Fairy & Co.,Michigan,United States,Food/Cosmetics,08/15/2022,Warning Letter,622859,2022-08-15,The Elderberry Fairy & Co.,True,False,False,False,False
3015718071,CR Grupo Comercial Alvacora SA,-,Nicaragua,Food/Cosmetics,08/15/2022,Warning Letter,634981,2022-08-15,CR Grupo Comercial Alvacora SA,True,False,False,False,False
3013023908,Vlazar Costa Caribe S.A.,-,Nicaragua,Food/Cosmetics,08/15/2022,Warning Letter,635746,2022-08-15,Vlazar Costa Caribe S.A.,True,False,False,False,False
3012337278,Mahi Frozen Foods,-,Pakistan,Food/Cosmetics,08/15/2022,Warning Letter,637152,2022-08-15,Mahi Frozen Foods,True,False,False,False,False
3021917202,First Strike Ventures Inc,Florida,United States,Veterinary,08/15/2022,Warning Letter,639799,2022-08-15,First Strike Ventures Inc,True,False,False,False,False
1000512361,Bora Pharmaceuticals Injectables Inc,Maryland,United States,Drugs,08/10/2022,Warning Letter,630316,2022-08-10,Bora Pharmaceuticals Injectables Inc,True,False,True,False,True
3011179343,"Mercado Hispano Distributors, LLC",Georgia,United States,Food/Cosmetics,08/10/2022,Warning Letter,634708,2022-08-10,"Mercado Hispano Distributors, LLC",True,False,False,False,False
3008961728,"EHM Produce, LLC.",Arizona,United States,Food/Cosmetics,08/10/2022,Warning Letter,634715,2022-08-10,"EHM Produce, LLC.",True,False,False,False,False
3004650810,Bakkavor,North Carolina,United States,Food/Cosmetics,08/08/2022,Warning Letter,630545,2022-08-08,Bakkavor,True,False,False,False,False
3003849781,Mina Global Trading Corp,New Jersey,United States,Food/Cosmetics,08/08/2022,Warning Letter,636140,2022-08-08,Mina Global Trading Corp,True,False,False,False,False
3001237063,Nutritional Laboratories International Inc,Montana,United States,Food/Cosmetics,08/05/2022,Warning Letter,620224,2022-08-05,Nutritional Laboratories International Inc,True,False,False,False,False
3009426924,Flawless Beauty & Skin,New Jersey,United States,Devices,08/05/2022,Warning Letter,630567,2022-08-05,Flawless Beauty & Skin,True,True,False,False,True
3011055149,Flawless Beauty and Skin,New Jersey,United States,Devices,08/05/2022,Warning Letter,630567,2022-08-05,Flawless Beauty and Skin,True,True,False,False,True
3010312046,Rdg Imports Llc,New Jersey,United States,Devices,08/05/2022,Warning Letter,630567,2022-08-05,Rdg Imports Llc,True,True,False,False,True
3014566443,WEB MARKETING,New York,United States,Devices,08/05/2022,Warning Letter,630567,2022-08-05,WEB MARKETING,True,True,False,False,True
3015401107,"LEAF OF LIFE, LLC",Missouri,United States,Food/Cosmetics,08/04/2022,Warning Letter,619191,2022-08-04,"LEAF OF LIFE, LLC",True,False,False,False,False
3016994737,"Amazon.com, Inc.",Washington,United States,Drugs,08/04/2022,Warning Letter,629452,2022-08-04,"Amazon.com, Inc.",True,False,True,False,True
3022320390,Justified Laboratories,Texas,United States,Drugs,08/04/2022,Warning Letter,631521,2022-08-04,Justified Laboratories,True,False,True,False,True
3022487637,Ariella Naturals,Maryland,United States,Drugs,08/04/2022,Warning Letter,632509,2022-08-04,Ariella Naturals,True,False,True,False,True
3023213070,FluxxLab LLC,Colorado,United States,Drugs,08/04/2022,Warning Letter,637158,2022-08-04,FluxxLab LLC,True,False,True,False,True
3021504509,"USA Medical, LLC",Texas,United States,Devices,08/03/2022,Warning Letter,631500,2022-08-03,"USA Medical, LLC",True,True,False,False,True
3004554935,Valley Biosystems,California,United States,Biologics,08/03/2022,Warning Letter,632553,2022-08-03,Valley Biosystems,True,False,False,True,True
3013546928,BLUE STONE IMPORT USA INC,New York,United States,Food/Cosmetics,08/03/2022,Warning Letter,636668,2022-08-03,BLUE STONE IMPORT USA INC,True,False,False,False,False
1913396,Akralos Animal Nutrition LLC,Kansas,United States,Veterinary,08/02/2022,Warning Letter,629638,2022-08-02,Akralos Animal Nutrition LLC,True,False,False,False,False
3011417133,Best Choice Confectionary Inc.,New York,United States,Food/Cosmetics,08/02/2022,Warning Letter,633082,2022-08-02,Best Choice Confectionary Inc.,True,False,False,False,False
3014248237,KUZMIR IMPORTS INC,New York,United States,Food/Cosmetics,08/02/2022,Warning Letter,633082,2022-08-02,KUZMIR IMPORTS INC,True,False,False,False,False
3013633282,"DF Global, Inc.",California,United States,Food/Cosmetics,08/01/2022,Warning Letter,633242,2022-08-01,"DF Global, Inc.",True,False,False,False,False
3010181075,Deggeh Foods Inc.,New York,United States,Food/Cosmetics,07/29/2022,Warning Letter,628460,2022-07-29,Deggeh Foods Inc.,True,False,False,False,False
3003667849,Chaur Fong Inc. dba 888 Food Company,California,United States,Food/Cosmetics,07/29/2022,Warning Letter,638521,2022-07-29,Chaur Fong Inc. dba 888 Food Company,True,False,False,False,False
3015365441,"Vitti Labs, LLC",Missouri,United States,Biologics,07/28/2022,Warning Letter,627699,2022-07-28,"Vitti Labs, LLC",True,False,False,True,True
1217359,The Royal Ice Cream Company Inc.,Connecticut,United States,Food/Cosmetics,07/28/2022,Warning Letter,630433,2022-07-28,The Royal Ice Cream Company Inc.,True,False,False,False,False
1000025822,Dairy Feeds Inc,Florida,United States,Veterinary,07/27/2022,Warning Letter,625951,2022-07-27,Dairy Feeds Inc,True,False,False,False,False
3010840309,"SterRx, LLC",New York,United States,Drugs,07/27/2022,Warning Letter,636636,2022-07-27,"SterRx, LLC",True,False,True,False,True
3012105160,Bacocas Enterprises Inc.,California,United States,Food/Cosmetics,07/25/2022,Warning Letter,633756,2022-07-25,Bacocas Enterprises Inc.,True,False,False,False,False
3013504910,Nutra Valley LLC,Ohio,United States,Food/Cosmetics,07/22/2022,Warning Letter,627030,2022-07-22,Nutra Valley LLC,True,False,False,False,False
3016833431,JOSE MIGUEL GUTIERREZ SALAS,-,Mexico,Drugs,07/21/2022,Warning Letter,609983,2022-07-21,JOSE MIGUEL GUTIERREZ SALAS,True,False,True,False,True
3012368173,"Guangzhou Orchard Aromatherapy & Skin Care Co., Ltd.",-,China,Drugs,07/21/2022,Warning Letter,628678,2022-07-21,"Guangzhou Orchard Aromatherapy & Skin Care Co., Ltd.",True,False,True,False,True
3012567440,Cantoro Food Market,Michigan,United States,Food/Cosmetics,07/21/2022,Warning Letter,635063,2022-07-21,Cantoro Food Market,True,False,False,False,False
3013374118,DSP Skin Care LLC,California,United States,Drugs,07/19/2022,Warning Letter,622549,2022-07-19,DSP Skin Care LLC,True,False,True,False,True
3020460374,"Daniel Fred Goodman, M.D.",California,United States,Drugs,07/19/2022,Warning Letter,634247,2022-07-19,"Daniel Fred Goodman, M.D.",True,False,True,False,True
3001239108,Jost Chemical Co.,Missouri,United States,Drugs,07/18/2022,Warning Letter,626894,2022-07-18,Jost Chemical Co.,True,False,True,False,True
3002680333,NatureLab Corp.,Texas,United States,Food/Cosmetics,07/12/2022,Warning Letter,625768,2022-07-12,NatureLab Corp.,True,False,False,False,False
3006575795,Zyno Medical LLC,Massachusetts,United States,Devices,07/12/2022,Warning Letter,629844,2022-07-12,Zyno Medical LLC,True,True,False,False,True
3008268262,Custom Research Labs Inc,California,United States,Drugs,07/08/2022,Warning Letter,616184,2022-07-08,Custom Research Labs Inc,True,False,True,False,True
3009428800,Oregons Wild Harvest Inc,Oregon,United States,Food/Cosmetics,07/08/2022,Warning Letter,621842,2022-07-08,Oregons Wild Harvest Inc,True,False,False,False,False
3017842221,THIRSTYRUN LLC,Michigan,United States,Food/Cosmetics,07/07/2022,Warning Letter,623359,2022-07-07,THIRSTYRUN LLC,True,False,False,False,False
3021153675,US Royal Honey LLC,Michigan,United States,Food/Cosmetics,07/07/2022,Warning Letter,623359,2022-07-07,US Royal Honey LLC,True,False,False,False,False
3012258128,MKS Enterprise LLC,New Jersey,United States,Food/Cosmetics,07/07/2022,Warning Letter,624478,2022-07-07,MKS Enterprise LLC,True,False,False,False,False
3020455061,shopaax.com,Florida,United States,Food/Cosmetics,07/07/2022,Warning Letter,626291,2022-07-07,shopaax.com,True,False,False,False,False
3020613170,PPUSA,Missouri,United States,Food/Cosmetics,07/07/2022,Warning Letter,627006,2022-07-07,PPUSA,True,False,False,False,False
3021680296,Elite Supplement Center,New Jersey,United States,Drugs,07/06/2022,Warning Letter,627498,2022-07-06,Elite Supplement Center,True,False,True,False,True
3022905376,Elite Training Facility LLC,New Jersey,United States,Drugs,07/06/2022,Warning Letter,627498,2022-07-06,Elite Training Facility LLC,True,False,True,False,True
3004758431,Living Foods LLC,Kansas,United States,Food/Cosmetics,07/05/2022,Warning Letter,622648,2022-07-05,Living Foods LLC,True,False,False,False,False
3021601982,"Imprimis Rx, LLC",California,United States,Drugs,07/05/2022,Warning Letter,627802,2022-07-05,"Imprimis Rx, LLC",True,False,True,False,True
3013115954,Transworld International Trading Corp.,New York,United States,Food/Cosmetics,07/05/2022,Warning Letter,629674,2022-07-05,Transworld International Trading Corp.,True,False,False,False,False
3013074455,BOLIVE INC,California,United States,Food/Cosmetics,07/05/2022,Warning Letter,634004,2022-07-05,BOLIVE INC,True,False,False,False,False
3013968294,MONQ,Tennessee,United States,Drugs,06/30/2022,Warning Letter,613570,2022-06-30,MONQ,True,False,True,False,True
3013263547,Bi-Coastal Pharma International,New Jersey,United States,Drugs,06/30/2022,Warning Letter,628196,2022-06-30,Bi-Coastal Pharma International,True,False,True,False,True
1000418405,"Bioiberica, SAU",-,Spain,Drugs,06/30/2022,Warning Letter,629115,2022-06-30,"Bioiberica, SAU",True,False,True,False,True
3003102569,WHPM Inc.,California,United States,Devices,06/30/2022,Warning Letter,629146,2022-06-30,WHPM Inc.,True,True,False,False,True
3022743365,Kratom Exchange,North Carolina,United States,Drugs,06/30/2022,Warning Letter,633972,2022-06-30,Kratom Exchange,True,False,True,False,True
3022770413,Omni Consumer Products LLC (D/B/A YoKratom),South Carolina,United States,Drugs,06/30/2022,Warning Letter,634184,2022-06-30,Omni Consumer Products LLC (D/B/A YoKratom),True,False,True,False,True
3022841615,Herbsens Botanicals,Florida,United States,Drugs,06/30/2022,Warning Letter,634373,2022-06-30,Herbsens Botanicals,True,False,True,False,True
3022867869,Ballaj Inc. DBA Hookah G,California,United States,Drugs,06/30/2022,Warning Letter,634501,2022-06-30,Ballaj Inc. DBA Hookah G,True,False,True,False,True
3021304279,"Flores Produce, Inc.",California,United States,Food/Cosmetics,06/28/2022,Warning Letter,632024,2022-06-28,"Flores Produce, Inc.",True,False,False,False,False
3012340300,Regino Produce LLC,Texas,United States,Food/Cosmetics,06/28/2022,Warning Letter,632384,2022-06-28,Regino Produce LLC,True,False,False,False,False
3008769612,Zhang Medical P.C. d/b/a New Hope Fertility Center,New York,United States,Biologics,06/28/2022,Warning Letter,633890,2022-06-28,Zhang Medical P.C. d/b/a New Hope Fertility Center,True,False,False,True,True
3012510709,DDI MULTINACIONAL SA DE CV,-,Mexico,Drugs,06/27/2022,Warning Letter,608864,2022-06-27,DDI MULTINACIONAL SA DE CV,True,False,True,False,True
3016821022,"Noticias Mexico Hoy Grupo Multimedia, S.A. de C.V.",-,Mexico,Drugs,06/27/2022,Warning Letter,609658,2022-06-27,"Noticias Mexico Hoy Grupo Multimedia, S.A. de C.V.",True,False,True,False,True
3015158417,Brad Grate Dairy Farm,Indiana,United States,Veterinary,06/24/2022,Warning Letter,631036,2022-06-24,Brad Grate Dairy Farm,True,False,False,False,False
3014447226,North30 LLC,Washington,United States,Food/Cosmetics,06/24/2022,Warning Letter,633737,2022-06-24,North30 LLC,True,False,False,False,False
3016734550,Industrias Cklass S de RL de CV,-,Mexico,Drugs,06/22/2022,Warning Letter,610275,2022-06-22,Industrias Cklass S de RL de CV,True,False,True,False,True
3016921925,"Mirfeel Korea Co., Ltd",-,South Korea,Drugs,06/22/2022,Warning Letter,627401,2022-06-22,"Mirfeel Korea Co., Ltd",True,False,True,False,True
3013980461,NICAMEX SEAFOOD,-,Nicaragua,Food/Cosmetics,06/17/2022,Warning Letter,633378,2022-06-17,NICAMEX SEAFOOD,True,False,False,False,False
3000328225,Conservas Ortiz S.A.,-,Spain,Food/Cosmetics,06/17/2022,Warning Letter,634440,2022-06-17,Conservas Ortiz S.A.,True,False,False,False,False
3011581906,InfuTronix LLC,Massachusetts,United States,Devices,06/16/2022,Warning Letter,631050,2022-06-16,InfuTronix LLC,True,True,False,False,True
3014257025,"H2 BEV, LLC",Texas,United States,Food/Cosmetics,06/15/2022,Warning Letter,622917,2022-06-15,"H2 BEV, LLC",True,False,False,False,False
3015961296,"Young Living Essential Oils, LC",Utah,United States,Food/Cosmetics,06/14/2022,Warning Letter,615777,2022-06-14,"Young Living Essential Oils, LC",True,False,False,False,False
1000174332,"Fagron, Inc",Minnesota,United States,Drugs,06/14/2022,Warning Letter,624255,2022-06-14,"Fagron, Inc",True,False,True,False,True
3016420687,"Glicerinas Industriales, S.A de C.V",-,Mexico,Drugs,06/14/2022,Warning Letter,633340,2022-06-14,"Glicerinas Industriales, S.A de C.V",True,False,True,False,True
3010490167,"Edge Pharma, LLC",Vermont,United States,Drugs,06/10/2022,Injunction,364,2022-06-10,"Edge Pharma, LLC",False,False,True,False,True
3012816585,"Monarch PCM, LLC",Texas,United States,Drugs,06/10/2022,Warning Letter,620779,2022-06-10,"Monarch PCM, LLC",True,False,True,False,True
1000512109,New Sun Inc,North Carolina,United States,Food/Cosmetics,06/09/2022,Warning Letter,626254,2022-06-09,New Sun Inc,True,False,False,False,False
3015226873,WINFULL CORPORATION,Texas,United States,Food/Cosmetics,06/09/2022,Warning Letter,629870,2022-06-09,WINFULL CORPORATION,True,False,False,False,False
3011319445,Hybrid Pharma LLC,Florida,United States,Drugs,06/07/2022,Warning Letter,629021,2022-06-07,Hybrid Pharma LLC,True,False,True,False,True
3017145131,SDJJ DISTRIBUTORS INC,California,United States,Food/Cosmetics,06/06/2022,Warning Letter,626282,2022-06-06,SDJJ DISTRIBUTORS INC,True,False,False,False,False
3017760842,"Smitha Reddy, M.D.",California,United States,Drugs,06/03/2022,Warning Letter,634702,2022-06-03,"Smitha Reddy, M.D.",True,False,True,False,True
3004490356,Everyday Group LLC,New York,United States,Food/Cosmetics,06/02/2022,Warning Letter,628633,2022-06-02,Everyday Group LLC,True,False,False,False,False
3013717618,S&S QUALITY WHOLESALE INC,California,United States,Food/Cosmetics,06/02/2022,Warning Letter,630772,2022-06-02,S&S QUALITY WHOLESALE INC,True,False,False,False,False
3012426408,SUPREME FRUIT PRODUCE INC.,California,United States,Food/Cosmetics,06/02/2022,Warning Letter,631972,2022-06-02,SUPREME FRUIT PRODUCE INC.,True,False,False,False,False
3014900008,Dara Food LLC,New Jersey,United States,Food/Cosmetics,06/01/2022,Warning Letter,631229,2022-06-01,Dara Food LLC,True,False,False,False,False
3012880935,"Daxa Foods, Inc. dba India Grocers",New Jersey,United States,Food/Cosmetics,06/01/2022,Warning Letter,631619,2022-06-01,"Daxa Foods, Inc. dba India Grocers",True,False,False,False,False
3015174203,Re-Gen Active Lab Inc,Texas,United States,Biologics,05/27/2022,Warning Letter,620763,2022-05-27,Re-Gen Active Lab Inc,True,False,False,True,True
3018097747,Kahm CBD,Nevada,United States,Veterinary,05/26/2022,Warning Letter,623508,2022-05-26,Kahm CBD,True,False,False,False,False
3018100124,Hope Botanicals LLC,Oregon,United States,Veterinary,05/26/2022,Warning Letter,623509,2022-05-26,Hope Botanicals LLC,True,False,False,False,False
3017604778,"Haniel Concepts, Inc. DBA Free State Oils, LLC",Kansas,United States,Veterinary,05/26/2022,Warning Letter,623510,2022-05-26,"Haniel Concepts, Inc. DBA Free State Oils, LLC",True,False,False,False,False
3010153130,Golden Lab LLC,Florida,United States,Food/Cosmetics,05/26/2022,Warning Letter,625783,2022-05-26,Golden Lab LLC,True,False,False,False,False
3012164051,Jap Inc. dba Intercontinental Foods,Washington,United States,Food/Cosmetics,05/24/2022,Warning Letter,630247,2022-05-24,Jap Inc. dba Intercontinental Foods,True,False,False,False,False
3002764676,Aire-Master of America Inc,Missouri,United States,Drugs,05/23/2022,Warning Letter,622546,2022-05-23,Aire-Master of America Inc,True,False,True,False,True
3006076347,"Grimann, S.A. de C.V.",-,Mexico,Drugs,05/23/2022,Warning Letter,632272,2022-05-23,"Grimann, S.A. de C.V.",True,False,True,False,True
3013263721,YAKAMOZ SIRKE FERMANTASYON URUNLERI GIDA TASIMACILIK SANAYI VE TICARET LIMITED SIRKETI,-,Turkey,Food/Cosmetics,05/20/2022,Warning Letter,631688,2022-05-20,YAKAMOZ SIRKE FERMANTASYON URUNLERI GIDA TASIMACILIK SANAYI VE TICARET LIMITED SIRKETI,True,False,False,False,False
3014227710,SANTHIGRAM KERALA AYURVEDIC CO. OF US INC,New Jersey,United States,Drugs,05/19/2022,Warning Letter,625892,2022-05-19,SANTHIGRAM KERALA AYURVEDIC CO. OF US INC,True,False,True,False,True
3004139992,Kottakkal Arya Vaidya Sala,-,India,Drugs,05/19/2022,Warning Letter,628168,2022-05-19,Kottakkal Arya Vaidya Sala,True,False,True,False,True
3007204580,"Ayuryoga, Inc.",New York,United States,Drugs,05/19/2022,Warning Letter,628168,2022-05-19,"Ayuryoga, Inc.",True,False,True,False,True
3014391500,New Vitalis Pharmacy LLC,Kentucky,United States,Drugs,05/18/2022,Warning Letter,633440,2022-05-18,New Vitalis Pharmacy LLC,True,False,True,False,True
