company_name_fda,normalized_name,n_letters,first_letter_date,last_letter_date,any_device_letter,any_drug_letter,any_biologic_letter,any_medtech_pharma,product_types
Shoplet.Com 2,SHOPLET COM 2,1,2025-11-13,2025-11-13,False,True,False,True,Drugs
Shoreside Enterprises Inc.,SHORESIDE ENTERPRISES,1,2014-12-23,2014-12-23,False,True,False,True,Drugs
Shot of Joy LLC,SHOT OF JOY,1,2023-09-25,2023-09-25,False,True,False,True,Drugs
Shree Jaya Laboratories Private Limited,SHREE JAYA LABORATORIES PRIVATE,1,2025-02-28,2025-02-28,False,True,False,True,Drugs
Shreeji Homeo Clinic,SHREEJI HOMEO CLINIC,1,2010-04-13,2010-04-13,False,True,False,True,Drugs
Shriram Institute for Industrial Research,SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH,1,2020-04-15,2020-04-15,False,True,False,True,Drugs
Sibley Memorial Hospital,SIBLEY MEMORIAL HOSPITAL,1,2009-12-15,2009-12-15,False,False,True,True,Biologics
"Sichuan Deebio Pharmaceutical Co., Ltd.",SICHUAN DEEBIO PHARMACEUTICAL,1,2024-02-05,2024-02-05,False,True,False,True,Drugs
"Sichuan Friendly Pharmaceutical Co., Ltd.",SICHUAN FRIENDLY PHARMACEUTICAL,1,2018-06-22,2018-06-22,False,True,False,True,Drugs
"Sichuan Pharmaceutical Co., Ltd.",SICHUAN PHARMACEUTICAL,1,2011-09-12,2011-09-12,False,True,False,True,Drugs
"Siddha Flower Essences, LLC.",SIDDHA FLOWER ESSENCES,1,2025-11-04,2025-11-04,False,True,False,True,Drugs
Siegfried Hameln GmbH,SIEGFRIED HAMELN,1,2012-12-21,2012-12-21,False,True,False,True,Drugs
Signa S.A. de C.V.,SIGNA S A DE C V,1,2020-07-14,2020-07-14,False,True,False,True,Drugs
Signal Medical Corporation,SIGNAL MEDICAL,2,2011-06-30,2014-12-15,True,False,False,True,Devices
"Signature Biologics, LLC",SIGNATURE BIOLOGICS,1,2023-09-18,2023-09-18,False,False,True,True,Biologics
"Signature Formulations, LLC",SIGNATURE FORMULATIONS,2,2018-08-01,2026-01-21,False,True,False,True,Drugs
Silfradent Srl,SILFRADENT,1,2019-10-28,2019-10-28,True,False,False,True,Devices
Silkprousa LLC,SILKPROUSA,1,2020-08-18,2020-08-18,True,False,False,True,Devices
Silver Soft for Skin,SILVER SOFT FOR SKIN,1,2009-11-04,2009-11-04,False,True,False,True,Drugs
SilveryGuy,SILVERYGUY,1,2020-08-14,2020-08-14,False,True,False,True,Drugs
Simex Logistics SA de CV,SIMEX LOGISTICS DE CV,1,2021-01-29,2021-01-29,False,True,False,True,Drugs
Similasan AG,SIMILASAN,1,2023-09-11,2023-09-11,False,True,False,True,Drugs
SimpleRx,SIMPLERX,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Simply Clean Air & Water Inc.,SIMPLY CLEAN AIR AND WATER,1,2014-08-18,2014-08-18,True,False,False,True,Devices
Simpro,SIMPRO,1,2016-08-17,2016-08-17,True,False,False,True,Devices
Simtra Deutschland GmbH,SIMTRA DEUTSCHLAND,1,2026-03-03,2026-03-03,False,True,False,True,Drugs
Sinan Akyuz,SINAN AKYUZ,1,2009-11-17,2009-11-17,False,True,False,True,Drugs
"Sincerus Florida, LLC dba SKNV",SINCERUS FLORIDA SKNV,1,2016-12-21,2016-12-21,False,True,False,True,Drugs
Singing River Health System IRB,SINGING RIVER HEALTH SYSTEM IRB,1,2013-02-01,2013-02-01,False,True,False,True,Drugs
SinoTradition.com,SINOTRADITION COM,1,2020-07-06,2020-07-06,False,True,False,True,Drugs
"Sinsin Pharmaceutical Co., Ltd.",SINSIN PHARMACEUTICAL,1,2025-11-12,2025-11-12,False,True,False,True,Drugs
Sipra Labs Limited,SIPRA LABS,1,2015-07-23,2015-07-23,False,True,False,True,Drugs
"Sircle Laboratories, L.L.C.",SIRCLE LABORATORIES L L C,1,2021-09-23,2021-09-23,False,True,False,True,Drugs
Sironis Inc,SIRONIS,1,2015-03-10,2015-03-10,True,False,False,True,Devices
Sitek Research Laboratories,SITEK RESEARCH LABORATORIES,1,2009-05-21,2009-05-21,False,True,False,True,Drugs
Skilling Institute,SKILLING INSTITUTE,1,2009-05-14,2009-05-14,True,False,False,True,Devices
Skin Authority,SKIN AUTHORITY,1,2022-04-13,2022-04-13,False,True,False,True,Drugs
Skin Beauty Solutions Inc,SKIN BEAUTY SOLUTIONS,1,2024-07-25,2024-07-25,False,True,False,True,Drugs
Skin PS Brands,SKIN PS BRANDS,1,2022-04-13,2022-04-13,False,True,False,True,Drugs
"Skin Prescriptives Marketing, Inc.",SKIN PRESCRIPTIVES MARKETING,1,2017-07-28,2017-07-28,False,True,False,True,Drugs
SkinPro International,SKINPRO,1,2022-04-13,2022-04-13,False,True,False,True,Drugs
SkinnyRX,SKINNYRX,1,2026-02-20,2026-02-20,False,True,False,True,Drugs
"Sklar BOV Solutions, Inc",SKLAR BOV SOLUTIONS,1,2025-12-09,2025-12-09,False,True,False,True,Drugs
Skull Smash Ammonia Inhalants,SKULL SMASH AMMONIA INHALANTS,1,2024-03-13,2024-03-13,False,True,False,True,Drugs
Skye Biologics Holdings LLC,SKYE BIOLOGICS,1,2024-12-16,2024-12-16,False,False,True,True,Biologics
Skylark CMC Private Limited,SKYLARK CMC PRIVATE,1,2018-12-03,2018-12-03,False,True,False,True,Drugs
Skyless LLC,SKYLESS,1,2023-01-23,2023-01-23,False,True,False,True,Drugs
Skyline Herbals Private Limited,SKYLINE HERBALS PRIVATE,1,2023-08-03,2023-08-03,False,True,False,True,Drugs
"Skytron, LLC",SKYTRON,1,2026-05-19,2026-05-19,True,False,False,True,Devices
Slate Pharmaceuticals,SLATE PHARMACEUTICALS,1,2010-03-26,2010-03-26,False,True,False,True,Drugs
Slendid,SLENDID,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Slim Beauty USA,SLIM BEAUTY,1,2014-01-31,2014-01-31,False,True,False,True,Drugs
Smart Health Inc.,SMART HEALTH,1,2013-05-03,2013-05-03,False,False,True,True,Biologics
"Smart Surgical, Inc",SMART SURGICAL,1,2022-02-02,2022-02-02,False,False,True,True,Biologics
Smart Women's Choice,SMART WOMEN S CHOICE,1,2021-05-19,2021-05-19,False,True,False,True,Drugs
Smartpowders,SMARTPOWDERS,2,2010-08-30,2015-08-27,False,True,False,True,Drugs; Food/Cosmetics
Smith County Memorial Hospital,SMITH COUNTY MEMORIAL HOSPITAL,1,2009-10-13,2009-10-13,True,False,False,True,Devices
"Smitha Reddy, M.D.",SMITHA REDDY M D,1,2022-06-03,2022-06-03,False,True,False,True,Drugs
Smruthi Organics Limited,SMRUTHI ORGANICS,1,2014-03-06,2014-03-06,False,True,False,True,Drugs
"SnugZ USA, Inc.",SNUGZ,1,2019-06-12,2019-06-12,False,True,False,True,Drugs
"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",SNYDER MARK DRUGS ROSELLE D B A MARK DRUGS PHARMACY,1,2018-02-27,2018-02-27,False,True,False,True,Drugs
So-Low Environmental Equipment Co. Inc.,SO LOW ENVIRONMENTAL EQUIPMENT,1,2013-05-21,2013-05-21,True,False,False,True,Devices
Soaptronic LLC,SOAPTRONIC,1,2019-12-12,2019-12-12,False,True,False,True,Drugs
Soda Farm,SODA FARM,1,2022-03-10,2022-03-10,False,True,False,True,Drugs
Sofie Co,SOFIE,1,2008-10-24,2008-10-24,False,True,False,True,Drugs
Sofie Co.,SOFIE,1,2019-10-10,2019-10-10,False,True,False,True,Drugs
"Soft Computer Consultants, Inc.",SOFT COMPUTER CONSULTANTS,1,2015-04-30,2015-04-30,True,False,False,True,Devices
Soft Touch Labs-GENERAL HEARING INSTRUMENTS,SOFT TOUCH LABS GENERAL HEARING INSTRUMENTS,1,2013-09-18,2013-09-18,True,False,False,True,Devices
"Sohail M. Khan, M.D.",SOHAIL M KHAN M D,1,2017-10-10,2017-10-10,False,True,False,True,Drugs
Sol-Millennium Medical Inc.,SOL MILLENNIUM MEDICAL,1,2024-03-18,2024-03-18,True,False,False,True,Devices
"Solace International, Inc.",SOLACE,1,2014-07-03,2014-07-03,False,True,False,True,Drugs
Soleetech Corporation,SOLEETECH,1,2013-08-13,2013-08-13,True,False,False,True,Devices
"Soleo Cosmetic CO.,LTD",SOLEO COSMETIC,1,2018-12-13,2018-12-13,False,True,False,True,Drugs
Soliteint Cosmetics KFT,SOLITEINT COSMETICS KFT,1,2024-10-10,2024-10-10,False,True,False,True,Drugs
SoloVital,SOLOVITAL,1,2024-08-27,2024-08-27,False,True,False,True,Drugs
"Soluciones Cosmeticas, SA de CV",SOLUCIONES COSMETICAS DE CV,1,2020-08-04,2020-08-04,False,True,False,True,Drugs
Somatex Medical Technologies GMBH,SOMATEX MEDICAL TECHNOLOGIES,1,2015-01-29,2015-01-29,True,False,False,True,Devices
"Sombra Cosmetics, Inc",SOMBRA COSMETICS,1,2024-12-18,2024-12-18,False,True,False,True,Drugs
Somerset Therapeutics Private Limited,SOMERSET THERAPEUTICS PRIVATE,3,2012-02-23,2025-09-04,False,True,False,True,Drugs
Sometech Incorporated,SOMETECH,2,2011-04-06,2012-11-26,True,False,False,True,Devices
"Somnowell, Inc.",SOMNOWELL,1,2016-05-12,2016-05-12,True,False,False,True,Devices
Sonesta Medical AB,SONESTA MEDICAL,1,2023-12-04,2023-12-04,True,False,False,True,Devices
"SonicLife.com, LLC",SONICLIFE COM,1,2015-12-22,2015-12-22,True,False,False,True,Devices
Sonrisa Family Dental dba www.mycovidtest19.com,SONRISA FAMILY DENTAL WWW MYCOVIDTEST19 COM,1,2020-06-16,2020-06-16,True,False,False,True,Devices
"Sooil Development Co., Ltd.",SOOIL DEVELOPMENT,1,2020-04-16,2020-04-16,True,False,False,True,Devices
Sooka Inc,SOOKA,1,2010-12-10,2010-12-10,True,False,False,True,Devices
Sopro Comeg Gmbh,SOPRO COMEG,1,2015-02-23,2015-02-23,True,False,False,True,Devices
Sorcerz.com,SORCERZ COM,1,2023-04-21,2023-04-21,False,True,False,True,Drugs
Sorin CRM SAS,SORIN CRM SAS,1,2009-11-06,2009-11-06,True,False,False,True,Devices
Soring Medical Technology,SORING MEDICAL TECHNOLOGY,1,2012-01-10,2012-01-10,True,False,False,True,Devices
Soulaire Corporation,SOULAIRE,1,2024-03-06,2024-03-06,True,False,False,True,Devices
"Sovereign Pharmaceuticals, LLC",SOVEREIGN PHARMACEUTICALS,2,2013-01-29,2022-10-05,False,True,False,True,Drugs
Spa 35,35,1,2010-04-05,2010-04-05,False,True,False,True,Drugs
"Spacelabs Healthcare, Inc.",SPACELABS HEALTHCARE,2,2008-11-03,2014-08-05,True,False,False,True,Devices
Spartan Bioscience Inc.,SPARTAN BIOSCIENCE,1,2015-05-15,2015-05-15,True,False,False,True,Devices
Spartan Chemical Co Inc,SPARTAN CHEMICAL,1,2021-12-15,2021-12-15,False,True,False,True,Drugs
Spartan Enterprises Inc. dba Watershed Wellness Center,SPARTAN ENTERPRISES WATERSHED WELLNESS CENTER,2,2020-10-30,2023-03-08,False,True,False,True,Drugs; Food/Cosmetics
"Specialty Medicine Compounding Pharmacy, P.C.",SPECIALTY MEDICINE COMPOUNDING PHARMACY P C,1,2015-08-31,2015-08-31,False,True,False,True,Drugs
Specialty Process Labs LLC,SPECIALTY PROCESS LABS,1,2022-05-04,2022-05-04,False,True,False,True,Drugs
"Spectra Therapy, LLC.",SPECTRA THERAPY,1,2025-07-22,2025-07-22,True,False,False,True,Devices
"Spectrum Laboratory Products, Inc.",SPECTRUM LABORATORY PRODUCTS,2,2019-06-04,2019-07-31,False,True,False,True,Drugs
Spectrum Medical Ltd.,SPECTRUM MEDICAL,1,2023-09-29,2023-09-29,True,False,False,True,Devices
Spencer Forrest,SPENCER FORREST,1,2011-12-09,2011-12-09,True,False,False,True,Devices
"Sperm Bank, Inc",SPERM BANK,1,2025-02-14,2025-02-14,False,False,True,True,Biologics
Spes Medica srl,SPES MEDICA,1,2013-01-23,2013-01-23,True,False,False,True,Devices
SpiceTac,SPICETAC,1,2020-05-19,2020-05-19,False,True,False,True,Drugs
"Spinal Solutions, LLC",SPINAL SOLUTIONS,1,2012-01-19,2012-01-19,True,False,False,True,Devices
"Spinalight, Inc.",SPINALIGHT,1,2012-01-09,2012-01-09,True,False,False,True,Devices
"SpineFrontier, Inc.",SPINEFRONTIER,1,2012-08-08,2012-08-08,True,False,False,True,Devices
SpineNet LLC.,SPINENET,1,2013-05-31,2013-05-31,True,False,False,True,Devices
"SpineSmith Holdings, LLC",SPINESMITH,1,2013-04-03,2013-04-03,True,False,False,True,Devices
"Spineology, Inc.",SPINEOLOGY,1,2010-09-22,2010-09-22,True,False,False,True,Devices
"Spot On Sciences, Inc.",SPOT ON SCIENCES,1,2016-04-12,2016-04-12,True,False,False,True,Devices
Sprout Health Partners LLC,SPROUT HEALTH PARTNERS,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Spryson America Inc.,SPRYSON AMERICA,1,2013-09-11,2013-09-11,True,False,False,True,Devices
Sreedhar Samudrala,SREEDHAR SAMUDRALA,2,2013-11-19,2013-11-19,False,True,False,True,Drugs
Sri Krishna Pharmaceuticals Limited,SRI KRISHNA PHARMACEUTICALS,1,2016-04-01,2016-04-01,False,True,False,True,Drugs
Srikem Laboratories Private Ltd.,SRIKEM LABORATORIES PRIVATE,1,2016-11-10,2016-11-10,False,True,False,True,Drugs
St Vincent Health,ST VINCENT HEALTH,1,2013-11-27,2013-11-27,False,True,False,True,Drugs
St. Mary's Regional Hospital,ST MARY S REGIONAL HOSPITAL,1,2012-11-08,2012-11-08,False,False,True,True,Biologics
"St. Shine Optical Co., Ltd.",ST SHINE OPTICAL,1,2013-08-26,2013-08-26,True,False,False,True,Devices
Standard Textile Co Inc,STANDARD TEXTILE,1,2013-05-07,2013-05-07,True,False,False,True,Devices
"Stanislaw R Burzynski, MD",STANISLAW R BURZYNSKI MD,1,2013-12-03,2013-12-03,False,True,False,True,Drugs
"Stanley Brothers Social Enterprises, LLC",STANLEY BROTHERS SOCIAL ENTERPRISES,1,2017-10-31,2017-10-31,False,True,False,True,Drugs; Food/Cosmetics
Stanley Specialty Pharmacy Compounding and Wellness Center,STANLEY SPECIALTY PHARMACY COMPOUNDING AND WELLNESS CENTER,1,2018-07-24,2018-07-24,False,True,False,True,Drugs
Stanmore Implants Worldwide Ltd.,STANMORE IMPLANTS WORLDWIDE,1,2014-11-26,2014-11-26,True,False,False,True,Devices
"Staska Pharmaceuticals, Inc.",STASKA PHARMACEUTICALS,1,2025-05-05,2025-05-05,False,True,False,True,Drugs
"Stason Pharmaceuticals, Inc.",STASON PHARMACEUTICALS,1,2020-07-08,2020-07-08,False,True,False,True,Drugs
"Stat Medical Devices, Inc.",STAT MEDICAL DEVICES,2,2009-04-17,2015-07-23,True,False,False,True,Devices
Stat Rx USA,STAT RX,1,2012-10-09,2012-10-09,False,True,False,True,Drugs
Staten Island University Hospital IRB,STATEN ISLAND UNIVERSITY HOSPITAL IRB,1,2009-06-29,2009-06-29,True,False,False,True,Devices
StayWell Copper Products,STAYWELL COPPER PRODUCTS,1,2020-05-28,2020-05-28,False,True,False,True,Drugs
Steiner Biotechnology LLC,STEINER BIOTECHNOLOGY,3,2017-06-21,2023-05-19,True,False,False,True,Devices
"StellaLife, Inc.",STELLALIFE,1,2025-09-16,2025-09-16,False,True,False,True,Drugs
"StemGenex Biologic Laboratories, LLC",STEMGENEX BIOLOGIC LABORATORIES,1,2018-10-31,2018-10-31,False,False,True,True,Biologics
Stemell Inc,STEMELL,1,2019-08-28,2019-08-28,False,False,True,True,Biologics
Stephanix,STEPHANIX,1,2016-08-12,2016-08-12,True,False,False,True,Devices
"SterRx, LLC",STERRX,1,2022-07-27,2022-07-27,False,True,False,True,Drugs
Sterex Electrolysis Int Ltd,STEREX ELECTROLYSIS INT,1,2013-06-24,2013-06-24,True,False,False,True,Devices
Stericon Pharma Pvt. Ltd.,STERICON PHARMA,1,2010-08-24,2010-08-24,False,True,False,True,Drugs
Steril-Aire Usa Inc.,STERIL AIRE,1,2010-07-02,2010-07-02,True,False,False,True,Devices
Sterilmed Inc.,STERILMED,1,2011-10-26,2011-10-26,True,False,False,True,Devices
Steripac,STERIPAC,1,2009-12-29,2009-12-29,True,False,False,True,Devices
"Steritec Products Mfg. Co., Inc.",STERITEC PRODUCTS MFG,1,2008-10-17,2008-10-17,True,False,False,True,Devices
Sterling Distributors,STERLING DISTRIBUTORS,1,2025-06-05,2025-06-05,False,True,False,True,Drugs
Sterling Pharmaceutical Services LLC,STERLING PHARMACEUTICAL SERVICES,2,2022-09-27,2023-09-11,False,True,False,True,Drugs
"Steven W. Boyce, M. D.",STEVEN W BOYCE M D,1,2012-09-28,2012-09-28,False,True,False,True,Drugs
Steven's Pharmacy,STEVEN S PHARMACY,1,2008-11-12,2008-11-12,False,True,False,True,Drugs
Stewart Compounding Pharmacy,STEWART COMPOUNDING PHARMACY,1,2013-08-21,2013-08-21,False,True,False,True,Drugs
"Stewart, Lynette D. M.D.",STEWART LYNETTE D M D,1,2009-01-21,2009-01-21,False,True,False,True,Drugs
Stille AB,STILLE,1,2014-01-31,2014-01-31,True,False,False,True,Devices
"Stingray Surgical Products, LLC",STINGRAY SURGICAL PRODUCTS,1,2012-05-07,2012-05-07,True,False,False,True,Devices
Stokes Healthcare Inc.,STOKES HEALTHCARE,1,2024-04-02,2024-04-02,False,True,False,True,Drugs
"Stone Company Management, Inc.",STONE MANAGEMENT,1,2013-07-03,2013-07-03,True,False,False,True,Devices
Stonegate Pharmacy LP,STONEGATE PHARMACY,1,2016-11-10,2016-11-10,False,True,False,True,Drugs
"Storz Medical, AG",STORZ MEDICAL,2,2010-04-08,2010-08-24,True,False,False,True,Devices
"Stradis Medical, LLC dba Stradis Healthcare",STRADIS MEDICAL STRADIS HEALTHCARE,1,2011-08-15,2011-08-15,True,False,False,True,Devices
Strategia Project Management inc,STRATEGIA PROJECT MANAGEMENT,1,2021-09-28,2021-09-28,False,True,False,True,Drugs
"Stratus BioSystems, LLC",STRATUS BIOSYSTEMS,2,2019-07-03,2023-06-09,False,False,True,True,Biologics
"Stream2Sea, LLC",STREAM2SEA,1,2026-02-02,2026-02-02,False,True,False,True,Drugs
Strides Pharma Science Limited,STRIDES PHARMA SCIENCE,1,2019-07-01,2019-07-01,False,True,False,True,Drugs
Strive Pharmacy Texas LLC dba Strive Pharmacy,STRIVE PHARMACY TEXAS STRIVE PHARMACY,1,2022-08-30,2022-08-30,False,True,False,True,Drugs
Strong Fertility Center,STRONG FERTILITY CENTER,1,2019-10-29,2019-10-29,False,False,True,True,Biologics
Strukmyer LLC,STRUKMYER,1,2025-01-30,2025-01-30,False,True,False,True,Drugs
Strut,STRUT,1,2026-02-20,2026-02-20,False,True,False,True,Drugs
Stryker Craniomaxillofacial Division,STRYKER CRANIOMAXILLOFACIAL DIVISION,1,2009-05-05,2009-05-05,True,False,False,True,Devices
Stryker Medical London dba CHG Hospital Beds,STRYKER MEDICAL LONDON CHG HOSPITAL BEDS,2,2011-08-29,2011-08-29,True,False,False,True,Devices
"Stuart A. Harlin, MD",STUART A HARLIN MD,1,2010-07-21,2010-07-21,True,False,False,True,Devices
Subcon Manufacturing Corporation,SUBCON MANUFACTURING,1,2013-12-16,2013-12-16,True,False,False,True,Devices
"Sugih Instrumendo Abadi, PT.",SUGIH INSTRUMENDO ABADI PT,1,2012-10-22,2012-10-22,True,False,False,True,Devices
Suhan Aerosol,SUHAN AEROSOL,1,2023-08-03,2023-08-03,False,True,False,True,Drugs
"Summit Medical, LLC",SUMMIT MEDICAL,1,2013-04-25,2013-04-25,True,False,False,True,Devices
Summit Research,SUMMIT RESEARCH,1,2024-12-10,2024-12-10,False,True,False,True,Drugs
Sun Nuclear Corporation,SUN NUCLEAR,1,2013-02-06,2013-02-06,True,False,False,True,Devices
Sun Pharma Canada Inc.,SUN PHARMA CANADA,1,2009-02-05,2009-02-05,False,True,False,True,Drugs
Sun Pharmaceutical Industries Limited,SUN PHARMACEUTICAL INDUSTRIES,1,2024-06-18,2024-06-18,False,True,False,True,Drugs
Sun Pharmaceutical Industries Limited - Karkhadi,SUN PHARMACEUTICAL INDUSTRIES KARKHADI,1,2014-05-09,2014-05-09,False,True,False,True,Drugs
Sun Pharmaceutical Industries Ltd.,SUN PHARMACEUTICAL INDUSTRIES,2,2015-12-17,2022-12-15,False,True,False,True,Drugs
"Sun Pharmaceutical Industries, LTD.",SUN PHARMACEUTICAL INDUSTRIES,1,2008-10-31,2008-10-31,False,True,False,True,Drugs
"SunMed Holdings, LLC",SUNMED,1,2014-07-02,2014-07-02,True,False,False,True,Devices
"Sunbeam Products, Inc.",SUNBEAM PRODUCTS,1,2012-12-04,2012-12-04,True,False,False,True,Devices
"Sunnex, LLC",SUNNEX,1,2015-04-10,2015-04-10,True,False,False,True,Devices
"Sunrise Pharmaceutical, Inc.",SUNRISE PHARMACEUTICAL,1,2010-01-14,2010-01-14,False,True,False,True,Drugs
"Sunshine Trading Company, Inc",SUNSHINE TRADING,1,2023-07-03,2023-07-03,False,True,False,True,Drugs
"Sunshine USA, LLC",SUNSHINE,2,2012-11-20,2013-12-05,True,False,False,True,Devices
"Sunstar Americas, Inc.",SUNSTAR AMERICAS,1,2021-12-21,2021-12-21,False,True,False,True,Drugs
Sunstar Guangzhou Ltd.,SUNSTAR GUANGZHOU,1,2020-01-22,2020-01-22,False,True,False,True,Drugs
"Sunstone, Inc.",SUNSTONE,1,2017-04-17,2017-04-17,False,True,False,True,Drugs
Super Body Care,SUPER BODY CARE,1,2010-04-13,2010-04-13,False,True,False,True,Drugs
Supercore Products Group Inc.,SUPERCORE PRODUCTS,1,2024-09-26,2024-09-26,False,True,False,True,Drugs
Superex Canada Ltd,SUPEREX CANADA,1,2013-05-10,2013-05-10,True,False,False,True,Devices
Superstat Corporation,SUPERSTAT,1,2011-08-05,2011-08-05,True,False,False,True,Devices
Supply Center USA,SUPPLY CENTER,1,2025-08-25,2025-08-25,False,True,False,True,Drugs
Supreme Rejuvenation,SUPREME REJUVENATION,1,2025-05-05,2025-05-05,False,False,True,True,Biologics
Suprimo Imports,SUPRIMO IMPORTS,1,2023-06-22,2023-06-22,False,True,False,True,Drugs
"Sure-Biochem Laboratories, LLC",SURE BIOCHEM LABORATORIES,1,2023-03-24,2023-03-24,False,True,False,True,Drugs
SureTek Medical,SURETEK MEDICAL,1,2016-03-03,2016-03-03,True,False,False,True,Devices
Surgery Pharmacy Services Inc,SURGERY PHARMACY SERVICES,1,2020-10-09,2020-10-09,False,True,False,True,Drugs
"Surgisil, LLP",SURGISIL,1,2019-04-15,2019-04-15,True,False,False,True,Devices
"Surmasis Pharmaceutical, LLC",SURMASIS PHARMACEUTICAL,1,2018-11-06,2018-11-06,False,True,False,True,Drugs
"Susan P. King-Harris, D.P.M.",SUSAN P KING HARRIS D P M,1,2019-09-09,2019-09-09,False,True,False,True,Drugs
Suzhou Armocon Technology Co.Ltd,SUZHOU ARMOCON TECHNOLOGY,1,2013-09-16,2013-09-16,True,False,False,True,Devices
"Suzhou Pharmaceutical Technology Co.,Ltd",SUZHOU PHARMACEUTICAL TECHNOLOGY,1,2017-01-06,2017-01-06,False,True,False,True,Drugs
Svar Life Science AB,SVAR LIFE SCIENCE,1,2017-09-20,2017-09-20,True,False,False,True,Devices
"Swabplus, L.P.",SWABPLUS L P,1,2019-10-31,2019-10-31,False,True,False,True,Drugs
Swisschems,SWISSCHEMS,1,2024-12-10,2024-12-10,False,True,False,True,Drugs
Sylvane Inc.,SYLVANE,1,2009-06-29,2009-06-29,True,False,False,True,Devices
"Syneron, Inc.",SYNERON,1,2010-12-23,2010-12-23,True,False,False,True,Devices
"Synovo Production, Inc.",SYNOVO PRODUCTION,1,2023-03-23,2023-03-23,True,False,False,True,Devices
"Synthes, Inc.",SYNTHES,1,2012-02-16,2012-02-16,True,False,False,True,Devices
Synthetix Inc. DBA Helix Chemical Supply,SYNTHETIX HELIX CHEMICAL SUPPLY,1,2024-02-07,2024-02-07,False,True,False,True,Drugs
Synthexim,SYNTHEXIM,1,2014-07-18,2014-07-18,False,True,False,True,Drugs
"Syntho Pharmaceuticals, Inc.",SYNTHO PHARMACEUTICALS,1,2015-06-22,2015-06-22,False,True,False,True,Drugs
Syntron Bioresearch Inc,SYNTRON BIORESEARCH,1,2010-05-24,2010-05-24,True,False,False,True,Devices
System Kosmetik Produktionsgesellschaft fur kosmetische Gmbh,SYSTEM KOSMETIK PRODUKTIONSGESELLSCHAFT FUR KOSMETISCHE,1,2022-09-20,2022-09-20,False,True,False,True,Drugs
"SystemsOne, LLC",SYSTEMSONE,1,2012-03-07,2012-03-07,True,False,False,True,Devices
"TAIWAN BIOTECH CO., LTD.",TAIWAN BIOTECH,1,2018-06-04,2018-06-04,False,True,False,True,Drugs
"TAKA USA, INC.",TAKA,1,2020-07-29,2020-07-29,False,True,False,True,Drugs
TAMPON INNOVATIONS LTD.,TAMPON INNOVATIONS,1,2024-12-17,2024-12-17,True,False,False,True,Devices
"TCA Cellular Therapy, LLC",TCA CELLULAR THERAPY,1,2011-08-15,2011-08-15,False,False,True,True,Biologics
TCM Supply Corporation,TCM SUPPLY,1,2012-08-16,2012-08-16,True,False,False,True,Devices
TCT NUTRACEUTICALS SDN BHD,TCT NUTRACEUTICALS SDN BHD,1,2024-06-06,2024-06-06,False,True,False,True,Drugs
"TEI Biosciences, Inc.",TEI BIOSCIENCES,3,2015-05-29,2023-07-17,True,False,False,True,Devices
TELOS TRADING,TELOS TRADING,1,2026-06-17,2026-06-17,False,True,False,True,Drugs
TEM INNOVATIONS GMBH,TEM INNOVATIONS,1,2015-04-21,2015-04-21,True,False,False,True,Devices
TERRAGENE S.A.,TERRAGENE S A,1,2023-11-01,2023-11-01,True,False,False,True,Devices
TEXINKART INC,TEXINKART,1,2026-06-17,2026-06-17,False,True,False,True,Drugs
TFS MANUFACTURING PTY LTD,TFS MANUFACTURING PTY,1,2015-12-21,2015-12-21,True,False,False,True,Devices
TG Supply LLC,TG SUPPLY,1,2025-12-16,2025-12-16,True,False,False,True,Devices
THD SpA,THD,1,2013-03-26,2013-03-26,True,False,False,True,Devices
"THEROZONE USA, INC.",THEROZONE,1,2011-08-11,2011-08-11,True,False,False,True,Devices
TIB MOLBIOL SYNTHESELABOR GMBH,TIB MOLBIOL SYNTHESELABOR,1,2009-08-25,2009-08-25,True,False,False,True,Devices
TJA Health LLC,TJA HEALTH,1,2024-07-17,2024-07-17,False,True,False,True,Drugs
TKTX Company,TKTX,1,2024-03-25,2024-03-25,False,True,False,True,Drugs
TLC Laser Eye Center,TLC LASER EYE CENTER,1,2009-10-09,2009-10-09,True,False,False,True,Devices
TLC Laser Eye Center d/b/a/ TLC Pittsburgh,TLC LASER EYE CENTER D B A TLC PITTSBURGH,1,2009-10-09,2009-10-09,True,False,False,True,Devices
TLC Laser Eye Centers,TLC LASER EYE CENTERS,2,2009-10-09,2009-10-09,True,False,False,True,Devices
"TM Testing, Inc. dba TM Technologies, Inc./TM Labs",TM TESTING TM TECHNOLOGIES TM LABS,1,2021-03-25,2021-03-25,True,False,False,True,Devices
TMC Acquisitions LLC dba Tailor Made Compounding,TMC ACQUISITIONS TAILOR MADE COMPOUNDING,1,2020-04-01,2020-04-01,False,True,False,True,Drugs
TMS International,TMS,1,2012-12-13,2012-12-13,True,False,False,True,Devices
TOADS LLC,TOADS,1,2013-02-22,2013-02-22,True,False,False,True,Devices
TOMSCOUT,TOMSCOUT,1,2025-12-16,2025-12-16,True,False,False,True,Devices
TRP Company,TRP,1,2023-09-11,2023-09-11,False,True,False,True,Drugs
