lead_sponsor_name,gvkey,start_year,end_year,note,sponsor_norm
"Clinical Research Management, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clinical research management inc
Esperance Pharmaceuticals Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,esperance pharmaceuticals inc
Esaote S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,esaote s p a
Stoparkinson Healthcare Systems LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,stoparkinson healthcare systems llc
"Theron Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,theron pharmaceuticals inc
"DelMar Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,delmar pharmaceuticals inc
Derm Research @ 888 Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,derm research 888 inc
Tinea Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 14538 (TEVA PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,tinea pharmaceuticals
Timser SAPI de CV,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163863 (CV HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,timser sapi de cv
Directed Systems Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,directed systems limited
TriCity Research Center,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tricity research center
"Aucta Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37292 (ATEA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aucta pharmaceuticals inc
DocMe Technologies Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 24929 (DOCUMENT TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,docme technologies ltd
Double S Instructonal Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,double s instructonal systems
Timber Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 176594 (OPTIMER PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,timber pharmaceuticals inc
"Draeger Medical Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,draeger medical systems inc
Atsena Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 27939 (TENAX THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,atsena therapeutics inc
"Edgewater Safety Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,edgewater safety systems inc
Epitopoietic Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,epitopoietic research corporation
Athos Therapeutics Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 185659 (ATOSSA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,athos therapeutics inc
The Vaccine Company,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the vaccine company
AstriVax Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 23980 (ASTRIA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,astrivax therapeutics
Cross Research S.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cross research s a
Cristal Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 264668 (CRITICAL THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cristal therapeutics
"Elira Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 36300 (LYRA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,elira therapeutics inc
Elixir Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 325899 (TELIX PHARMACEUTICALS LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,elixir pharmaceuticals
Empower Research Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,empower research inc
"Encora, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31673 (CENCORA INC) flagged unreliable; no manual rescue available -- left UNMAPPED,encora inc
Entos Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37473 (PETROS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,entos pharmaceuticals inc
Eodyne Systems SL,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,eodyne systems sl
Epion Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18162 (ESPERION THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,epion therapeutics
Hemotech,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 5584 (HEMOTEC INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hemotech
"Pressure Profile Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pressure profile systems inc
"Innovus Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,innovus pharmaceuticals inc
"ChemRar Research and Development Institute, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,chemrar research and development institute llc
Inflamax Research Incorporated,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,inflamax research incorporated
Institute of OM Foundation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29001 (OM GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,institute of om foundation
"Indapta Therapeutics, INC.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 349972 (INDAPTUS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,indapta therapeutics inc
"Intas Pharmaceuticals, Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 138662 (ISTA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,intas pharmaceuticals ltd
Acurx Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11929 (ACURA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,acurx pharmaceuticals inc
Arana Therapeutics Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 17567 (ARATANA THERAPEUTICS) flagged unreliable; no manual rescue available -- left UNMAPPED,arana therapeutics ltd
SpotOn Therapeutics Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 21802 (PROTEON THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,spoton therapeutics ltd
ICAN Nutrition Education and Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ican nutrition education and research
"Vega Therapeutics, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 38782 (VERA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vega therapeutics inc
Intelligent Hearing Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,intelligent hearing systems
"Square2 Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,square2 systems inc
"Sky Medical Supplies & Equipments, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31137 (SKY PLC) flagged unreliable; no manual rescue available -- left UNMAPPED,sky medical supplies and equipments llc
Imricor Medical Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,imricor medical systems
Immunology Research Institute in Gifu,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,immunology research institute in gifu
InGef - Institute for Applied Health Research Berlin GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ingef - institute for applied health research berlin gmbh
"Cirius Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 184114 (TRIUS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cirius therapeutics inc
"Aria CV, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163863 (CV HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aria cv inc
"InCarda Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 50516 (BICARA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,incarda therapeutics inc
"Venous Health Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,venous health systems inc
"aRigen Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18749 (AERIE PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,arigen pharmaceuticals inc
Ahava Dead Sea Laboratories,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 32546 (SEA LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,ahava dead sea laboratories
Recovery Record Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,recovery record research
SigmaDrugs Research Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sigmadrugs research ltd
Triphase Research and Development III Corp.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,triphase research and development iii corp
"Sorriso Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sorriso pharmaceuticals inc
"Ajax Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 38857 (JANUX THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ajax therapeutics inc
Aderis Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18749 (AERIE PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aderis pharmaceuticals
Research Institute of Geroprotective Technologies,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,research institute of geroprotective technologies
Vesalius Medical Technologies,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 21000 (HELIUS MEDICAL TECHNOLOGIES) flagged unreliable; no manual rescue available -- left UNMAPPED,vesalius medical technologies
"ReacX Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,reacx pharmaceuticals inc
Zilia Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 16488 (ZILA INC) flagged unreliable; no manual rescue available -- left UNMAPPED,zilia inc
The Rainforest Company,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the rainforest company
Reiley Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,reiley pharmaceuticals inc
Tyligand Pharmaceuticals (Suzhou) Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,tyligand pharmaceuticals suzhou limited
"The Pregene (ShenZhen) Biotechnology Company, Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the pregene shenzhen biotechnology company ltd
The Plasma Source,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the plasma source
"The National Institutes of Pharmaceutical R&D Co. Ltd, China",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the national institutes of pharmaceutical r and d co ltd china
Research Consult GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,research consult gmbh
Sopherion Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18162 (ESPERION THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sopherion therapeutics
The Mentholatum Company,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the mentholatum company
"The Institutes for Pharmaceutical Discovery, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the institutes for pharmaceutical discovery llc
Zi Diligence Biocenter,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26264 (ZI CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,zi diligence biocenter
The Institute for Iterative Thinking,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the institute for iterative thinking
"SignalRX Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,signalrx pharmaceuticals inc
Zeta Technologies,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 13443 (XETA TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,zeta technologies
The National Institute of Lymphology,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the national institute of lymphology
Senscio Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,senscio systems
The Taub Group,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the taub group
QC Kinetix LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 160417 (QC HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,qc kinetix llc
"Society for the Advancement of Blood Management, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,society for the advancement of blood management inc
Pure Green Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pure green pharmaceuticals inc
Trident Pharmaceuticals Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,trident pharmaceuticals inc
mHealth Systems Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,mhealth systems inc
Pulsion Medical Systems SE,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pulsion medical systems se
Social & Scientific Systems Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,social and scientific systems inc
"ViralClear Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,viralclear pharmaceuticals inc
"Psicofarma, S.A. De C.V.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,psicofarma s a de c v
"Protez Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25003 (PROTIDE PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,protez pharmaceuticals inc
Prosthetic Design & Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,prosthetic design and research
Sirius Medical Systems B.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sirius medical systems b v
Smartest Technologies,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 182331 (SMART TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,smartest technologies
"Tolera Therapeutics, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18350 (OCERA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tolera therapeutics inc
Sleep Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sleep systems
Abdera Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 20018 (ALDEYRA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,abdera therapeutics inc
"Abfero Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,abfero pharmaceuticals inc
"Abela Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37292 (ATEA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,abela pharmaceuticals inc
Società Generale delle Acque Minerali S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,societ generale delle acque minerali s p a
Thorasys Thoracic Medical Systems Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,thorasys thoracic medical systems inc
isRed Pharma & Biotech Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,isred pharma and biotech research corporation
QRS Asia Sdn Bhd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28700 (QRS CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,qrs asia sdn bhd
Trio Grup Clinical Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,trio grup clinical research
Zespri International Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37612 (TH INTERNATIONAL LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,zespri international limited
Silver Lake Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,silver lake research corporation
"Radnor Registry Research, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,radnor registry research inc
The Wave Innovation Group s.r.l.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the wave innovation group s r l
Trin Therapeutics GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31656 (REIN THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,trin therapeutics gmbh
"ThermaRx, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 63094 (THERMATRIX INC) flagged unreliable; no manual rescue available -- left UNMAPPED,thermarx inc
Alavita Pharmaceuticals Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29251 (KALVISTA PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,alavita pharmaceuticals inc
RH Nanopharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 111873 (RH) flagged unreliable; no manual rescue available -- left UNMAPPED,rh nanopharmaceuticals
"Somnetics International, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 6957 (MAGNETICS INTERNATIONAL INC) flagged unreliable; no manual rescue available -- left UNMAPPED,somnetics international inc
RD Global Araştirma Geliştirme Sağlik Ilaç Inşaat Yatirimlari A.Ş.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 16273 (GLOBAL A INC) flagged unreliable; no manual rescue available -- left UNMAPPED,rd global ara tirma geli tirme sa lik ila in aat yatirimlari a
"Thesan Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,thesan pharmaceuticals inc
"Quantum Applied Science & Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,quantum applied science and research inc
Adeona Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 138122 (ARENA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,adeona pharmaceuticals
"ACR Biologics, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 21686 (ACR GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,acr biologics llc
"Quanta System, S.p.A.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,quanta system s p a
"Qualitix Clinical Research Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,qualitix clinical research co ltd
"Virios Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37290 (VIVOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,virios therapeutics inc
U: The Mind Company,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,u the mind company
"Splash Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,splash pharmaceuticals inc
Urs E. Nydegger,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 10813 (URS CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,urs e nydegger
"TYRX, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163933 (TRX INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tyrx inc
Wiseman Research Initiatives LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,wiseman research initiatives llc
"Tactical Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 264668 (CRITICAL THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tactical therapeutics inc
Sepulveda Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sepulveda research corporation
Taiwan Resonant Waves Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,taiwan resonant waves research corporation
